Time,Sequence,world_x_gt,world_y_gt,world_z_gt,world_x_perception,world_y_perception,world_z_perception,world_x_kf,world_y_kf,world_z_kf,d_gt,v_x_kf,v_y_kf,v_z_kf,pitch_gt,yaw_gt,pitch_perception,yaw_perception,focal_length,focus_distance,aperture,dn,df,im_u,im_v_up,im_v_center,im_v_down,cost,Jp,Jim,JDoF,Jf,focal_length_d,dn_d,df_d,relative_roll,relative_pitch,relative_yaw,relative_roll_d,relative_pitch_d,relative_yaw_d,d_d,im_u_d,im_v_up_d,im_v_center_d,im_v_down_d
5632,0,1.97943,-9.84955,-0.887659,2.00105,-9.76074,-0.827985,2.00291,-9.7618,-0.828209,8.01069,0.00926791,-0.017887,0.0162166,-0,1.5708,-0,1.5708,35,100000,20,1.22353,-1.22653,559.33,225.216,314.58,514.756,5597.82,13.5371,2600.19,136.924,0,35,4.92386,10.9239,-0.000181741,0.0143766,3.12895,0,-0,-3.14159,-1,480,180,360,-1
6032,0,1.97943,-9.84955,-0.887659,1.99945,-9.73786,-0.85372,2.00224,-9.74686,-0.852259,7.52404,0.00621144,-0.00228498,-0.00320352,-0,1.5708,-0,1.5708,35,100000,20,1.22353,-1.22653,534.897,213.241,308.572,522.112,3804.53,10.8641,1690.87,102.312,0,35,4.42216,10.4222,-0.000117799,0.0111956,3.13107,0,-0,-3.14159,-1,480,180,360,-1
6442,0,1.97943,-9.84955,-0.887659,1.97881,-9.74222,-0.835412,1.97992,-9.7419,-0.838294,6.94351,-0.010338,0.00154881,0.00723901,-0,1.5708,-0,1.5708,35,100000,20,1.22353,-1.22653,504.883,218.105,321.555,553.284,2162.96,12.7045,887.286,68.2006,0,35,3.83506,9.83506,-0.000132046,0.0159438,3.13331,0,-0,-3.14159,-1,480,180,360,-1
6852,0,1.97943,-9.84955,-0.887659,1.99046,-9.72451,-0.835604,1.98794,-9.72315,-0.833185,6.24454,-0.00262423,0.0126701,0.00840022,-0,1.5708,-0,1.5708,35,100000,20,1.22353,-1.22653,488.168,207.258,320.523,574.237,1313.04,8.7681,592.035,40.7543,0,35,3.2423,9.2423,-4.92594e-05,0.0116578,3.13737,0,-0,-3.14159,-1,480,180,360,-1
7252,0,1.97943,-9.84955,-0.887659,1.99815,-9.74099,-0.841439,1.99611,-9.74612,-0.838243,5.59902,0.00395405,-0.00418147,0.00215644,-0,1.5708,-0,1.5708,35,100000,20,1.22353,-1.22653,469.912,200.163,327.27,611.99,757.321,9.82885,394.894,17.9261,0,35,2.56242,8.56242,-2.56789e-05,0.0137746,3.13973,0,-0,-3.14159,-1,480,180,360,-1
7652,0,1.97943,-9.84955,-0.887659,2.00736,-9.8007,-0.811814,2.00716,-9.8017,-0.816244,4.9142,0.0102785,-0.038279,0.0166231,-0,1.5708,-0,1.5708,35,100000,20,1.22353,-1.22653,458.219,197.63,342.977,668.552,404.073,11.2029,268.757,4.11097,0,35,1.8647,7.8647,-5.43812e-06,0.0158398,3.14125,0,-0,-3.14159,-1,480,180,360,-1
8032,0,1.97943,-9.84955,-0.887659,1.98856,-9.76705,-0.82579,1.99525,-9.77796,-0.83217,4.26601,-0.00160005,-0.0114002,0.00448711,-0,1.5708,-0,1.5708,35,100000,20,1.22353,-1.22653,446.96,178.86,344.667,716.075,373.121,8.77942,331.685,0.0174054,0,35,1.26525,7.26525,-2.46176e-06,0.0124145,3.14139,0,-0,-3.14159,-1,480,180,360,-1
8442,0,1.97943,-9.84955,-0.887659,1.99241,-9.79227,-0.826629,1.99311,-9.78539,-0.821328,3.80789,-0.00286637,-0.0159684,0.0090256,-0,1.5708,-0,1.5708,35,100000,20,1.22353,-1.22653,446.728,190.549,379.519,802.812,470.468,12.5264,399.827,2.31723,0,35,0.742156,6.74216,1.41663e-05,0.0176971,-3.14079,0,-0,-3.14159,-1,480,180,360,-1
8842,0,1.97943,-9.84955,-0.887659,1.9902,-9.76539,-0.813827,1.99042,-9.7661,-0.81333,3.51745,-0.00402778,0.000519969,0.0123082,-0,1.5708,-0,1.5708,35,100000,20,1.22353,-1.22653,454.776,185.538,391.51,852.886,533.425,3.12818,407.358,6.24356,0,35,0.43337,6.43337,3.81267e-06,0.00433564,-3.14071,0,-0,-3.14159,-1,480,180,360,-1
9252,0,1.97943,-9.84955,-0.887659,2.00032,-9.76231,-0.828774,1.99428,-9.76257,-0.823541,3.36247,0.00089451,0.00275121,0.00159154,-0,1.5708,-0,1.5708,35,100000,20,1.22353,-1.22653,469.334,163.155,378.565,861.085,350.54,4.8889,185.55,8.85635,0,35,0.28245,6.28245,-6.03058e-06,-0.0068578,-3.14071,0,-0,-3.14159,-1,480,180,360,-1
