Time,Sequence,world_x_gt,world_y_gt,world_z_gt,world_x_perception,world_y_perception,world_z_perception,world_x_kf,world_y_kf,world_z_kf,d_gt,v_x_kf,v_y_kf,v_z_kf,pitch_gt,yaw_gt,pitch_perception,yaw_perception,focal_length,focus_distance,aperture,dn,df,im_u,im_v_up,im_v_center,im_v_down,cost,Jp,Jim,JDoF,Jf,focal_length_d,dn_d,df_d,relative_roll,relative_pitch,relative_yaw,relative_roll_d,relative_pitch_d,relative_yaw_d,d_d,im_u_d,im_v_up_d,im_v_center_d,im_v_down_d,drone_x,drone_y,drone_z
49412.3,0,1.97943,-9.84955,-0.887659,0,0,0,2.00316,-9.72274,-0.849148,11.4031,0,0,0,-0,1.5708,-0,1.5708,321.394,2292.06,12.2117,20.2195,26.4547,1196.35,-5.85499,570.74,1862.31,298857,4.8721e-13,148026,1426.06,15950,500,8.27773,14.2777,0,0,3.14159,0,-0,-3.14159,-1,480,180,360,-1,1.38197,1.53788,-0.609938
49812.3,0,1.97943,-9.84955,-0.887659,0,0,0,2.0036,-9.7233,-0.846995,11.4027,0,0,0,-0,1.5708,-0,1.5708,321.779,2292.83,12.2038,20.2328,26.4525,1197.21,-3.69551,573.582,1866.68,299177,4.8721e-13,148437,1429.19,15881.4,500,8.27789,14.2779,0,0,3.14159,0,-0,-3.14159,-1,480,180,360,-1,1.38247,1.5374,-0.609938
50212.3,0,1.97943,-9.84955,-0.887659,0,0,0,2.0018,-9.72378,-0.849232,11.4022,0,0,0,-0,1.5708,-0,1.5708,322.145,2293.75,12.1963,20.2468,26.453,1195.37,-6.59241,571.34,1865.91,298400,4.8721e-13,147810,1432.58,15816.3,500,8.27777,14.2778,0,0,3.14159,0,-0,-3.14159,-1,480,180,360,-1,1.38292,1.53697,-0.609938
50612.3,0,1.97943,-9.84955,-0.887659,0,0,0,1.99807,-9.72431,-0.847357,11.4017,0,0,0,-0,1.5708,-0,1.5708,322.496,2291.7,12.189,20.2375,26.4144,1191.31,-4.72094,573.837,1869.81,296861,4.8721e-13,146453,1430.39,15753.9,500,8.27763,14.2776,0,0,3.14159,0,-0,-3.14159,-1,480,180,360,-1,1.38334,1.53656,-0.609938
51012.3,0,1.97943,-9.84955,-0.887659,0,0,0,2.00444,-9.72477,-0.853657,11.4012,0,0,0,-0,1.5708,-0,1.5708,322.836,2287.21,12.1821,20.2089,26.3439,1198.9,-12.3081,566.859,1864.19,299594,4.8721e-13,149148,1423.47,15693.6,500,8.27796,14.278,0,0,3.14159,0,-0,-3.14159,-1,480,180,360,-1,1.3838,1.53611,-0.609938
51412.3,0,1.97943,-9.84955,-0.887659,0,0,0,1.99708,-9.72523,-0.856647,11.4008,0,0,0,-0,1.5708,-0,1.5708,323.152,2295.51,12.1754,20.2795,26.4441,1190.56,-16.0513,563.683,1862.29,296390,4.8721e-13,146205,1440.46,15637.6,500,8.27755,14.2776,0,0,3.14159,0,-0,-3.14159,-1,480,180,360,-1,1.3843,1.53561,-0.609938
51812.3,0,1.97943,-9.84955,-0.887659,0,0,0,2.00537,-9.72572,-0.850396,11.4002,0,0,0,-0,1.5708,-0,1.5708,323.466,2286.33,12.169,20.2137,26.3122,1200.31,-9.07459,571.223,1871.09,300115,4.8721e-13,149801,1424.62,15582.1,500,8.27798,14.278,0,0,3.14159,0,-0,-3.14159,-1,480,180,360,-1,1.38473,1.53517,-0.609938
52212.3,0,1.97943,-9.84955,-0.887659,0,0,0,2.00672,-9.72617,-0.849529,11.3998,0,0,0,-0,1.5708,-0,1.5708,323.753,2296.99,12.1629,20.3023,26.4446,1202,-8.3142,572.498,1873.52,300741,4.8721e-13,150476,1445.82,15531.5,500,8.27804,14.278,0,0,3.14159,0,-0,-3.14159,-1,480,180,360,-1,1.38522,1.53469,-0.609938
52612.3,0,1.97943,-9.84955,-0.887659,0,0,0,2.00057,-9.72181,-0.847067,11.3993,0,0,0,-0,1.5708,-0,1.5708,324.025,2298.81,12.157,20.3216,26.4601,1195.2,-5.8045,575.745,1878.41,298332,4.8721e-13,148146,1451.73,15483.6,500,8.27285,14.2728,0,0,3.14159,0,-0,-3.14159,-1,480,180,360,-1,1.38566,1.53425,-0.609938
53012.3,0,1.97943,-9.84955,-0.887659,0,0,0,2.00015,-9.72012,-0.853268,11.3988,0,0,0,-0,1.5708,-0,1.5708,324.287,2291.06,12.1514,20.266,26.349,1194.92,-13.2994,568.83,1872.8,298145,4.8721e-13,148021,1438.89,15437.6,500,8.27067,14.2707,0,0,3.14159,0,-0,-3.14159,-1,480,180,360,-1,1.38615,1.53376,-0.609938
53412.4,0,1.97943,-9.84955,-0.887659,0,0,0,2.00693,-9.72058,-0.847767,11.3984,0,0,0,-0,1.5708,-0,1.5708,324.536,2290.6,12.146,20.267,26.335,1202.85,-7.10708,575.468,1880.44,301210,4.8721e-13,150987,1439.04,15393.9,500,8.27105,14.271,0,0,3.14159,0,-0,-3.14159,-1,480,180,360,-1,1.3866,1.53331,-0.609938
53812.3,0,1.97943,-9.84955,-0.887659,0,0,0,2.00177,-9.72128,-0.849379,11.3978,0,0,0,-0,1.5708,-0,1.5708,324.764,2299.24,12.1408,20.3389,26.4422,1196.76,-9.17655,573.798,1879.66,298814,4.8721e-13,148810,1456.35,15353.9,500,8.27093,14.2709,0,0,3.14159,0,-0,-3.14159,-1,480,180,360,-1,1.38708,1.53283,-0.609938
54212.3,0,1.97943,-9.84955,-0.887659,0,0,0,2.00794,-9.72198,-0.847332,11.3973,0,0,0,-0,1.5708,-0,1.5708,324.99,2292.57,12.1359,20.291,26.3468,1203.9,-6.97613,576.391,1883.13,301539,4.8721e-13,151453,1444.69,15314.3,500,8.27149,14.2715,0,0,3.14159,0,-0,-3.14159,-1,480,180,360,-1,1.38753,1.53237,-0.609938
54612.3,0,1.97943,-9.84955,-0.887659,0,0,0,2.00905,-9.72259,-0.847222,11.3969,0,0,0,-0,1.5708,-0,1.5708,325.197,2300.36,12.1311,20.3558,26.4432,1205.14,-7.02087,576.71,1884.27,301984,4.8721e-13,151942,1460.25,15278,500,8.27169,14.2717,0,0,3.14159,0,-0,-3.14159,-1,480,180,360,-1,1.38798,1.53192,-0.609938
55012.3,0,1.97943,-9.84955,-0.887659,0,0,0,2.00945,-9.72312,-0.84734,11.3964,0,0,0,-0,1.5708,-0,1.5708,325.394,2301.69,12.1266,20.3699,26.4546,1205.46,-7.32435,576.758,1885.1,302095,4.8721e-13,152092,1463.67,15243.6,500,8.27172,14.2717,0,0,3.14159,0,-0,-3.14159,-1,480,180,360,-1,1.38842,1.53148,-0.609938
55412.3,0,1.97943,-9.84955,-0.887659,0,0,0,2.00131,-9.72367,-0.853775,11.3959,0,0,0,-0,1.5708,-0,1.5708,325.581,2302.02,12.1223,20.3761,26.4529,1195.85,-15.0025,569.41,1878.49,298317,4.8721e-13,148581,1465.24,15211,500,8.27137,14.2714,0,0,3.14159,0,-0,-3.14159,-1,480,180,360,-1,1.38891,1.531,-0.609938
55812.3,0,1.97943,-9.84955,-0.887659,0,0,0,2.00316,-9.72414,-0.850346,11.3954,0,0,0,-0,1.5708,-0,1.5708,325.771,2291.53,12.1181,20.2975,26.3084,1197.89,-11.16,573.595,1883.44,299118,4.8721e-13,149381,1446.27,15177.8,500,8.27143,14.2714,0,0,3.14159,0,-0,-3.14159,-1,480,180,360,-1,1.38934,1.53055,-0.609938
56212.3,0,1.97943,-9.84955,-0.887659,0,0,0,2.01028,-9.72468,-0.847517,11.3949,0,0,0,-0,1.5708,-0,1.5708,325.95,2293.74,12.1141,20.3182,26.3319,1206.08,-8.00135,577.071,1887.63,302275,4.8721e-13,152416,1451.13,15146.6,500,8.27187,14.2719,0,0,3.14159,0,-0,-3.14159,-1,480,180,360,-1,1.38978,1.5301,-0.609938
56612.3,0,1.97943,-9.84955,-0.887659,0,0,0,2.00512,-9.72514,-0.847276,11.3945,0,0,0,-0,1.5708,-0,1.5708,326.112,2302.65,12.1103,20.391,26.4445,1199.91,-7.85618,577.503,1888.71,299903,4.8721e-13,150217,1468.79,15118.6,500,8.2716,14.2716,0,0,3.14159,0,-0,-3.14159,-1,480,180,360,-1,1.39025,1.52961,-0.609938
57012.3,0,1.97943,-9.84955,-0.887659,0,0,0,2.00232,-9.71909,-0.844918,11.394,0,0,0,-0,1.5708,-0,1.5708,326.273,2295.92,12.1066,20.3413,26.3506,1196.86,-5.38912,580.6,1893.21,298990,4.8721e-13,149231,1458.4,15090.6,500,8.2649,14.2649,0,0,3.14159,0,-0,-3.14159,-1,480,180,360,-1,1.39065,1.52919,-0.60994
57412.3,0,1.97943,-9.84955,-0.887659,0,0,0,2.00484,-9.71901,-0.847122,11.3935,0,0,0,-0,1.5708,-0,1.5708,326.421,2292.19,12.103,20.3148,26.2966,1199.67,-8.11117,578.173,1891.45,299981,4.8721e-13,150228,1452.11,15064.8,500,8.26448,14.2645,0,0,3.14159,0,-0,-3.14159,-1,480,180,360,-1,1.39113,1.5287,-0.609941
57812.3,0,1.97943,-9.84955,-0.887659,0,0,0,2.00342,-9.71971,-0.847434,11.393,0,0,0,-0,1.5708,-0,1.5708,326.561,2295.2,12.0997,20.3411,26.3318,1197.75,-8.59088,577.932,1891.74,299212,4.8721e-13,149556,1458.41,15040.5,500,8.2646,14.2646,0,0,3.14159,0,-0,-3.14159,-1,480,180,360,-1,1.39157,1.52825,-0.609941
58212.3,0,1.97943,-9.84955,-0.887659,0,0,0,2.00383,-9.7204,-0.847467,11.3925,0,0,0,-0,1.5708,-0,1.5708,326.698,2293.1,12.0964,20.3272,26.2998,1198,-8.73964,578.016,1892.35,299276,4.8721e-13,149670,1455,15016.8,500,8.26484,14.2648,0,0,3.14159,0,-0,-3.14159,-1,480,180,360,-1,1.39199,1.52781,-0.609941
58612.3,0,1.97943,-9.84955,-0.887659,0,0,0,2.00444,-9.72103,-0.847462,11.392,0,0,0,-0,1.5708,-0,1.5708,326.829,2293.37,12.0933,20.3317,26.2993,1198.49,-8.84101,578.141,1892.98,299438,4.8721e-13,149867,1456.06,14994.2,500,8.26503,14.265,0,0,3.14159,0,-0,-3.14159,-1,480,180,360,-1,1.39247,1.52731,-0.609941
59012.3,0,1.97943,-9.84955,-0.887659,0,0,0,2.00503,-9.72161,-0.847454,11.3915,0,0,0,-0,1.5708,-0,1.5708,326.953,2293.89,12.0903,20.3382,26.3023,1198.91,-8.93633,578.264,1893.59,299577,4.8721e-13,150040,1457.59,14972.6,500,8.26514,14.2651,0,0,3.14159,0,-0,-3.14159,-1,480,180,360,-1,1.39288,1.52689,-0.609941
59412.3,0,1.97943,-9.84955,-0.887659,0,0,0,2.00557,-9.72214,-0.849641,11.3911,0,0,0,-0,1.5708,-0,1.5708,327.072,2294.34,12.0875,20.344,26.3045,1199.3,-11.6039,575.805,1891.6,299672,4.8721e-13,150170,1458.95,14952,500,8.26524,14.2652,0,0,3.14159,0,-0,-3.14159,-1,480,180,360,-1,1.39336,1.52639,-0.609941
59812.3,0,1.97943,-9.84955,-0.887659,0,0,0,2.00607,-9.72264,-0.847511,11.3906,0,0,0,-0,1.5708,-0,1.5708,327.186,2294.77,12.0848,20.3494,26.3065,1199.57,-9.19914,578.413,1894.67,299807,4.8721e-13,150322,1460.27,14932.4,500,8.26525,14.2652,0,0,3.14159,0,-0,-3.14159,-1,480,180,360,-1,1.39378,1.52595,-0.609941
60212.3,0,1.97943,-9.84955,-0.887659,0,0,0,2.00658,-9.72316,-0.847276,11.3901,0,0,0,-0,1.5708,-0,1.5708,327.294,2295.05,12.0822,20.3537,26.3069,1199.92,-9.01219,578.789,1895.46,299927,4.8721e-13,150468,1461.28,14913.8,500,8.26534,14.2653,0,0,3.14159,0,-0,-3.14159,-1,480,180,360,-1,1.3942,1.52552,-0.609941
60612.3,0,1.97943,-9.84955,-0.887659,0,0,0,2.00923,-9.72363,-0.847298,11.3897,0,0,0,-0,1.5708,-0,1.5708,327.396,2295.42,12.0797,20.3585,26.3085,1202.76,-9.12514,578.859,1895.94,301000,4.8721e-13,151512,1462.4,14896,500,8.26549,14.2655,0,0,3.14159,0,-0,-3.14159,-1,480,180,360,-1,1.39469,1.52501,-0.609941
61012.3,0,1.97943,-9.84955,-0.887659,0,0,0,2.00978,-9.72412,-0.84734,11.3891,0,0,0,-0,1.5708,-0,1.5708,327.491,2298.5,12.0773,20.3845,26.346,1203.06,-9.25515,578.899,1896.37,301108,4.8721e-13,151637,1468.69,14879.7,500,8.2655,14.2655,0,0,3.14159,0,-0,-3.14159,-1,480,180,360,-1,1.39515,1.52454,-0.609941
61412.3,0,1.97943,-9.84955,-0.887659,0,0,0,2.00786,-9.72457,-0.847372,11.3887,0,0,0,-0,1.5708,-0,1.5708,327.581,2298.81,12.075,20.3887,26.3473,1200.49,-9.36973,578.947,1896.78,300123,4.8721e-13,150724,1469.74,14864.1,500,8.26537,14.2654,0,0,3.14159,0,-0,-3.14159,-1,480,180,360,-1,1.39557,1.5241,-0.609941
61812.3,0,1.97943,-9.84955,-0.887659,0,0,0,2.00809,-9.72502,-0.847394,11.3882,0,0,0,-0,1.5708,-0,1.5708,327.67,2296,12.0728,20.3683,26.3075,1200.4,-9.4718,579.005,1897.19,300087,4.8721e-13,150711,1464.81,14848.8,500,8.26533,14.2653,0,0,3.14159,0,-0,-3.14159,-1,480,180,360,-1,1.396,1.52366,-0.609941
62212.4,0,1.97943,-9.84955,-0.887659,0,0,0,2.00827,-9.71898,-0.847154,11.3877,0,0,0,-0,1.5708,-0,1.5708,327.754,2295.9,12.0707,20.3691,26.3035,1200.71,-9.42325,579.546,1898.84,300409,4.8721e-13,150877,1466.58,14834.3,500,8.25883,14.2588,0,0,3.14159,0,-0,-3.14159,-1,480,180,360,-1,1.39648,1.52316,-0.609941
62612.3,0,1.97943,-9.84955,-0.887659,0,0,0,2.00874,-9.71888,-0.847143,11.3872,0,0,0,-0,1.5708,-0,1.5708,327.827,2295.83,12.0687,20.3699,26.3003,1200.97,-9.48521,579.642,1899.29,300496,4.8721e-13,150985,1466.92,14821.8,500,8.2583,14.2583,0,0,3.14159,0,-0,-3.14159,-1,480,180,360,-1,1.3969,1.52273,-0.609941
63012.3,0,1.97943,-9.84955,-0.887659,0,0,0,2.00928,-9.71959,-0.847158,11.3867,0,0,0,-0,1.5708,-0,1.5708,327.896,2296.06,12.0668,20.3731,26.3011,1201.17,-9.55687,579.684,1899.58,300545,4.8721e-13,151071,1467.63,14809.8,500,8.25851,14.2585,0,0,3.14159,0,-0,-3.14159,-1,480,180,360,-1,1.39733,1.52228,-0.609941
63412.3,0,1.97943,-9.84955,-0.887659,0,0,0,2.00978,-9.72029,-0.847172,11.3884,0,0,0,-0,1.5708,-0,1.5708,327.963,2296.28,12.0649,20.3761,26.3018,1200.5,-17.1691,572.064,1891.95,300121,4.8721e-13,150743,1467.78,14798.3,500,8.26093,14.2609,0,0,3.14159,0,-0,-3.14159,-1,480,180,360,-1,1.39908,1.5263,-0.601937
63812.3,0,1.97943,-9.84955,-0.887659,0,0,0,2.02322,-9.71849,-0.0820319,11.4618,0,0,0,-0,1.5708,-0,1.5708,328.03,2295.69,12.0632,20.3727,26.2919,1187.04,873.319,1458.89,2770.56,2.06629e+06,4.8721e-13,547037,1449.52,14786.8,500,8.33312,14.3331,0,0,3.14159,0,-0,-3.14159,-1,480,180,360,-1,1.42337,1.61233,-0.596756
64212.3,0,1.97943,-9.84955,-0.887659,0,0,0,2.02055,-9.71406,0.0537792,11.6616,0,0,0,-0,1.5708,-0,1.5708,321.427,3162.31,12.0646,26.7366,38.6953,1093.26,995.889,1559.79,2822.93,1.90691e+06,4.8721e-13,620313,3315.5,15944.2,500,8.52811,14.5281,0,0,3.14159,0,-0,-3.14159,-1,480,180,360,-1,1.47679,1.80121,-0.589854
64612.3,0,1.97943,-9.84955,-0.887659,0,0,0,2.00187,-9.69221,-0.290178,11.9072,0,0,0,-0,1.5708,-0,1.5708,315.218,3294.42,12.0666,27.4964,41.0841,970.829,586.038,1128.36,2343.18,466660,4.8721e-13,249041,3514,17072.2,500,8.75079,14.7508,0,0,3.14159,0,-0,-3.14159,-1,480,180,360,-1,1.55961,2.08419,-0.58056
65012.3,0,1.97943,-9.84955,-0.887659,0,0,0,1.99449,-9.68519,-0.555644,12.2195,0,0,0,-0,1.5708,-0,1.5708,314.455,2740.02,12.068,23.5137,32.8259,847.499,289.057,816.218,1997.06,225241,4.8721e-13,88770.9,2090.35,17213.5,500,9.05566,15.0557,0,0,3.14159,0,-0,-3.14159,-1,480,180,360,-1,1.64592,2.36543,-0.573718
65412.3,0,1.97943,-9.84955,-0.887659,0,0,0,1.99399,-9.67304,-0.730194,12.5213,0,0,0,-0,1.5708,-0,1.5708,316.271,2159.27,12.0673,19.1367,24.772,739.14,102.423,620.087,1779.66,162445,4.8721e-13,35204.2,958.754,16878.2,500,9.34511,15.3451,0,0,3.14159,0,-0,-3.14159,-1,480,180,360,-1,1.75916,2.71638,-0.567644
66012.7,0,1.97943,-9.84955,-0.887659,0,0,0,1.97767,-9.6787,-0.836771,12.881,0,0,0,-0,1.5708,-0,1.5708,319.862,1724.06,12.0635,15.6768,19.1511,609.393,-7.2385,502.978,1645.86,136847,4.8721e-13,18060.9,361.344,16224.9,500,9.66556,15.6656,0,0,3.14159,0,-0,-3.14159,-1,480,180,360,-1,1.91016,3.15478,-0.563693
66212.3,0,1.97943,-9.84955,-0.887659,0,0,0,2.00464,-9.67892,-1.71995,13.1156,0,0,0,-0,1.5708,-0,1.5708,325.053,1474.02,12.0575,13.6199,16.0613,535.727,-907.549,-400.27,736.037,2.17876e+06,4.8721e-13,440970,135.045,15303.3,500,9.9451,15.9451,0,0,3.14159,0,-0,-3.14159,-1,480,180,360,-1,1.95666,3.28552,-0.558557
66812.3,0,1.97943,-9.84955,-0.887659,0,0,0,2.00579,-9.68192,-1.85111,13.2669,0,0,0,-0,1.5708,-0,1.5708,318.297,3286.29,12.0595,27.5304,40.7574,481.907,-1004.25,-513.368,586.216,1.37311e+06,4.8721e-13,541307,3038.43,16508,500,10.0993,16.0993,0,0,3.14159,0,-0,-3.14159,-1,480,180,360,-1,2.02533,3.47706,-0.550954
67012.3,0,1.97943,-9.84955,-0.887659,0,0,0,2.01415,-9.68852,-1.47732,13.3647,0,0,0,-0,1.5708,-0,1.5708,313.176,3389.91,12.0614,28.0967,42.7218,455.644,-618.547,-139.427,933.802,487907,4.8721e-13,221924,3201.1,17451.6,500,10.205,16.205,0,0,3.14159,0,-0,-3.14159,-1,480,180,360,-1,2.0416,3.52212,-0.549998
67412.3,0,1.97943,-9.84955,-0.887659,0,0,0,1.99568,-9.69538,-1.17001,13.4123,0,0,0,-0,1.5708,-0,1.5708,311.763,2925.78,12.0636,24.8024,35.6645,422.418,-318.564,156.49,1220.61,201548,4.8721e-13,73324.6,2115.37,17716.6,500,10.2581,16.2581,0,0,3.14159,0,-0,-3.14159,-1,480,180,360,-1,2.05795,3.56715,-0.550752
67812.3,0,1.97943,-9.84955,-0.887659,0,0,0,1.99443,-9.70626,-0.996317,13.4398,0,0,0,-0,1.5708,-0,1.5708,313.846,2398.19,12.0644,20.9459,28.0473,411.44,-153.207,323.645,1391.79,150084,4.8721e-13,29262.2,1134.11,17326.7,500,10.2964,16.2964,0,0,3.14159,0,-0,-3.14159,-1,480,180,360,-1,2.06723,3.5924,-0.552865
68212.3,0,1.97943,-9.84955,-0.887659,0,0,0,2.00188,-9.70946,-0.887749,13.4568,0,0,0,-0,1.5708,-0,1.5708,317.308,1977.62,12.0626,17.7116,22.3856,411.852,-50.0773,431.304,1509.6,130705,4.8721e-13,15666,546.864,16688.2,500,10.3166,16.3166,0,0,3.14159,0,-0,-3.14159,-1,480,180,360,-1,2.07266,3.60692,-0.555292
68612.3,0,1.97943,-9.84955,-0.887659,0,0,0,1.99809,-9.7079,-0.835174,13.465,0,0,0,-0,1.5708,-0,1.5708,322.519,1595.42,12.0577,14.6288,17.5436,403.964,-1.61412,487.429,1582.89,122970,4.8721e-13,13750.8,185.375,15749.8,500,10.3233,16.3233,0,0,3.14159,0,-0,-3.14159,-1,480,180,360,-1,2.07608,3.61573,-0.557676
69012.3,0,1.97943,-9.84955,-0.887659,0,0,0,1.99339,-9.70257,-0.829152,13.47,0,0,0,-0,1.5708,-0,1.5708,328.833,1384.25,12.0507,12.8731,14.9698,395.725,0.99978,499.629,1616.56,120196,4.8721e-13,14659.9,65.0334,14649.1,500,10.323,16.323,0,0,3.14159,0,-0,-3.14159,-1,480,180,360,-1,2.07789,3.62013,-0.559412
69612.3,0,1.97943,-9.84955,-0.887659,0,0,0,1.99218,-9.70693,-0.823794,13.4725,0,0,0,-0,1.5708,-0,1.5708,334.806,1409.14,12.0436,13.1217,15.2159,391.864,3.03269,510.458,1647.09,118182,4.8721e-13,15430.8,77.9449,13644.6,500,10.3298,16.3298,0,0,3.14159,0,-0,-3.14159,-1,480,180,360,-1,2.0795,3.62352,-0.561347
69812.3,0,1.97943,-9.84955,-0.887659,0,0,0,1.99361,-9.70809,-0.825582,13.474,0,0,0,-0,1.5708,-0,1.5708,340.454,1421.75,12.0364,13.2619,15.3215,391.027,-2.15448,513.73,1669.31,116836,4.8721e-13,16182.3,85.8182,12727.4,500,10.3325,16.3325,0,0,3.14159,0,-0,-3.14159,-1,480,180,360,-1,2.07984,3.6241,-0.561807
70212.3,0,1.97943,-9.84955,-0.887659,0,0,0,1.99731,-9.70663,-0.824473,13.4747,0,0,0,-0,1.5708,-0,1.5708,345.774,1425.41,12.0289,13.322,15.3265,392.977,-4.53303,519.441,1693.14,115672,4.8721e-13,16761.7,89.4184,11892.9,500,10.3317,16.3317,0,0,3.14159,0,-0,-3.14159,-1,480,180,360,-1,2.08042,3.6249,-0.562591
70612.3,0,1.97943,-9.84955,-0.887659,0,0,0,2.00308,-9.70553,-0.829759,13.4752,0,0,0,-0,1.5708,-0,1.5708,350.773,1420.79,12.0213,13.3071,15.2395,397.381,-13.5525,518.024,1708.75,114643,4.8721e-13,17315,88.5723,11134.4,500,10.331,16.331,0,0,3.14159,0,-0,-3.14159,-1,480,180,360,-1,2.0808,3.62523,-0.563059
71012.3,0,1.97943,-9.84955,-0.887659,0,0,0,2.00666,-9.70498,-0.826594,13.4753,0,0,0,-0,1.5708,-0,1.5708,355.471,1408.82,12.0136,13.2248,15.0721,399.797,-13.5947,525.117,1731.83,113789,4.8721e-13,17793.7,83.766,10444.4,500,10.3306,16.3306,0,0,3.14159,0,-0,-3.14159,-1,480,180,360,-1,2.08114,3.6254,-0.563422
71412.3,0,1.97943,-9.84955,-0.887659,0,0,0,2.00701,-9.70472,-0.828855,13.4754,0,0,0,-0,1.5708,-0,1.5708,359.778,1402.57,12.0059,13.1898,14.9748,398.885,-19.2215,526.027,1747.38,113581,4.8721e-13,18458.4,81.7607,9831.04,500,10.3304,16.3304,0,0,3.14159,0,-0,-3.14159,-1,480,180,360,-1,2.0814,3.62545,-0.563635
71812.3,0,1.97943,-9.84955,-0.887659,0,0,0,2.00442,-9.70463,-0.83102,13.4754,0,0,0,-0,1.5708,-0,1.5708,363.568,1406.38,11.9982,13.2405,14.9962,394.89,-24.4734,526.521,1760.75,113602,4.8721e-13,19195.6,84.6912,9306.88,500,10.3303,16.3303,0,0,3.14159,0,-0,-3.14159,-1,480,180,360,-1,2.08168,3.62544,-0.563814
72212.3,0,1.97943,-9.84955,-0.887659,0,0,0,2.00694,-9.70464,-0.83253,13.4753,0,0,0,-0,1.5708,-0,1.5708,366.744,1419.42,11.9907,13.3701,15.1265,396.654,-28.5902,527.22,1772.24,113384,4.8721e-13,19604.8,92.407,8878.54,500,10.3303,16.3303,0,0,3.14159,0,-0,-3.14159,-1,480,180,360,-1,2.08195,3.62539,-0.563934
72612.3,0,1.97943,-9.84955,-0.887659,0,0,0,1.9998,-9.70469,-0.833547,13.4753,0,0,0,-0,1.5708,-0,1.5708,369.476,1415.01,11.9833,13.343,15.0611,387.737,-31.8569,528.093,1782.38,113921,4.8721e-13,20412.8,90.7669,8518.32,500,10.3303,16.3303,0,0,3.14159,0,-0,-3.14159,-1,480,180,360,-1,2.08218,3.62533,-0.564008
73012.3,0,1.97943,-9.84955,-0.887659,0,0,0,1.99656,-9.70477,-0.834218,13.4752,0,0,0,-0,1.5708,-0,1.5708,371.572,1442.28,11.9763,13.5943,15.3589,383.297,-34.2652,528.861,1790.27,114278,4.8721e-13,20943.8,106.538,8246.89,500,10.3303,16.3303,0,0,3.14159,0,-0,-3.14159,-1,480,180,360,-1,2.08245,3.62527,-0.564065
73412.3,0,1.97943,-9.84955,-0.887659,0,0,0,2.00424,-9.70484,-0.83206,13.4751,0,0,0,-0,1.5708,-0,1.5708,373.218,1455.78,11.9696,13.7215,15.5027,391.25,-33.1266,532.495,1799.49,113768,4.8721e-13,20763.5,115.008,8036.89,500,10.3303,16.3303,0,0,3.14159,0,-0,-3.14159,-1,480,180,360,-1,2.08269,3.62519,-0.564101
73812.3,0,1.97943,-9.84955,-0.887659,0,0,0,2.00555,-9.70494,-0.834869,13.475,0,0,0,-0,1.5708,-0,1.5708,374.693,1433.13,11.9629,13.527,15.2374,392.118,-37.4877,530.37,1802.37,113663,4.8721e-13,21012.5,102.19,7850.87,500,10.3303,16.3303,0,0,3.14159,0,-0,-3.14159,-1,480,180,360,-1,2.08296,3.62509,-0.564128
74212.3,0,1.97943,-9.84955,-0.887659,0,0,0,2.001,-9.70504,-0.835334,13.4749,0,0,0,-0,1.5708,-0,1.5708,375.929,1430.99,11.9565,13.5134,15.2062,386.338,-39.0099,530.72,1806.92,114011,4.8721e-13,21470.8,101.32,7696.81,500,10.3303,16.3303,0,0,3.14159,0,-0,-3.14159,-1,480,180,360,-1,2.0832,3.625,-0.564144
74612.3,0,1.97943,-9.84955,-0.887659,0,0,0,2.00806,-9.70515,-0.83543,13.4749,0,0,0,-0,1.5708,-0,1.5708,376.864,1448.39,11.9504,13.6724,15.3977,393.899,-39.8747,531.271,1810.64,113587,4.8721e-13,21273,111.698,7581.29,500,10.3303,16.3303,0,0,3.14159,0,-0,-3.14159,-1,480,180,360,-1,2.08347,3.6249,-0.564156
75012.3,0,1.97943,-9.84955,-0.887659,0,0,0,1.9989,-9.70525,-0.83546,13.4748,0,0,0,-0,1.5708,-0,1.5708,377.709,1426.31,11.9444,13.4795,15.1433,382.913,-40.594,531.832,1814.07,114257,4.8721e-13,21903.5,99.1747,7477.59,500,10.3303,16.3303,0,0,3.14159,0,-0,-3.14159,-1,480,180,360,-1,2.08371,3.62481,-0.564164
75412.3,0,1.97943,-9.84955,-0.887659,0,0,0,1.99818,-9.70535,-0.835475,13.4747,0,0,0,-0,1.5708,-0,1.5708,378.287,1458.83,11.9389,13.7719,15.5076,381.659,-41.0777,532.225,1816.42,114481,4.8721e-13,22052,118.446,7407,500,10.3303,16.3303,0,0,3.14159,0,-0,-3.14159,-1,480,180,360,-1,2.08397,3.62471,-0.564172
75812.3,0,1.97943,-9.84955,-0.887659,0,0,0,1.9986,-9.70545,-0.835485,13.4746,0,0,0,-0,1.5708,-0,1.5708,378.727,1462.61,11.9336,13.8077,15.5476,381.724,-41.4479,532.521,1818.21,114534,4.8721e-13,22115.3,120.923,7353.6,500,10.3303,16.3303,0,0,3.14159,0,-0,-3.14159,-1,480,180,360,-1,2.08424,3.62461,-0.564174
76212.3,0,1.97943,-9.84955,-0.887659,0,0,0,1.99907,-9.70554,-0.838085,13.4745,0,0,0,-0,1.5708,-0,1.5708,379.079,1462.56,11.9285,13.809,15.5447,381.871,-44.7243,529.779,1816.67,114620,4.8721e-13,22238.8,121.014,7310.96,500,10.3303,16.3303,0,0,3.14159,0,-0,-3.14159,-1,480,180,360,-1,2.08447,3.62452,-0.564175
