Time,Sequence,world_x_gt,world_y_gt,world_z_gt,world_x_perception,world_y_perception,world_z_perception,world_x_kf,world_y_kf,world_z_kf,d_gt,v_x_kf,v_y_kf,v_z_kf,pitch_gt,yaw_gt,pitch_perception,yaw_perception,focal_length,focus_distance,aperture,dn,df,im_u,im_v_up,im_v_center,im_v_down,cost,Jp,Jim,JDoF,Jf,focal_length_d,dn_d,df_d,relative_roll,relative_pitch,relative_yaw,relative_roll_d,relative_pitch_d,relative_yaw_d,d_d,im_u_d,im_v_up_d,im_v_center_d,im_v_down_d,drone_x,drone_y,drone_z
22212.3,0,1.97943,-9.84955,-0.887659,0,0,0,2.0014,-9.69398,-1.60505,11.2575,0,0,0,-0,1.5708,-0,1.5708,100.528,4877.07,13.2585,11.6322,-22.242,779.153,-96.7824,86.6094,497.407,553074,4.8721e-13,60210.8,124.488,79789,500,8.1039,14.1039,0,0,3.14159,0,-0,-3.14159,-1,480,180,360,-1,1.19758,1.39325,-0.604241
22812.3,0,1.97943,-9.84955,-0.887659,0,0,0,1.99684,-9.70493,-1.33263,11.3363,0,0,0,-0,1.5708,-0,1.5708,99.4641,4763.07,13.2841,11.3644,-21.7373,744.552,6.42872,186.316,589.264,422046,4.8721e-13,32570.3,100.494,80214.5,500,8.19437,14.1944,0,0,3.14159,0,-0,-3.14159,-1,480,180,360,-1,1.28353,1.48993,-0.599116
23012.3,0,1.97943,-9.84955,-0.887659,0,0,0,1.99851,-9.70674,-1.09489,11.3781,0,0,0,-0,1.5708,-0,1.5708,106.983,3554.3,13.4105,11.5549,-33.032,749.226,78.8392,271.552,703.229,382291,4.8721e-13,22634.8,110.098,77231,500,8.23676,14.2368,0,0,3.14159,0,-0,-3.14159,-1,480,180,360,-1,1.30287,1.51148,-0.59895
23412.4,0,1.97943,-9.84955,-0.887659,0,0,0,1.98775,-9.7019,-1.00111,11.4008,0,0,0,-0,1.5708,-0,1.5708,114.585,2803.38,13.5156,11.5034,-64.1489,753.523,104.756,310.767,772.23,366843,4.8721e-13,20725.1,105.445,74272.4,500,8.25614,14.2561,0,0,3.14159,0,-0,-3.14159,-1,480,180,360,-1,1.32426,1.53505,-0.600093
23812.3,0,1.97943,-9.84955,-0.887659,0,0,0,1.99482,-9.71449,-0.888222,11.4152,0,0,0,-0,1.5708,-0,1.5708,122.138,2552.29,13.5903,11.8323,-162.519,768.765,144.498,363.593,854.365,354479,4.8721e-13,21161.4,126.106,71389.9,500,8.2812,14.2812,0,0,3.14159,0,-0,-3.14159,-1,480,180,360,-1,1.33676,1.54843,-0.602006
24212.4,0,1.97943,-9.84955,-0.887659,0,0,0,1.99211,-9.72355,-0.845915,11.4223,0,0,0,-0,1.5708,-0,1.5708,129.62,2414.42,13.6402,12.2259,959.461,781.288,157.53,389.702,909.767,344153,4.8721e-13,23040.4,154.343,68590.8,500,8.29726,14.2973,0,0,3.14159,0,-0,-3.14159,-1,480,180,360,-1,1.34414,1.55592,-0.603987
24612.3,0,1.97943,-9.84955,-0.887659,0,0,0,1.99705,-9.72058,-0.832538,11.4264,0,0,0,-0,1.5708,-0,1.5708,137.027,2304.48,13.6701,12.566,138.744,798.644,158.518,403.93,953.652,335563,4.8721e-13,25981.4,182.107,65874.5,500,8.2986,14.2986,0,0,3.14159,0,-0,-3.14159,-1,480,180,360,-1,1.34817,1.55963,-0.605546
25012.3,0,1.97943,-9.84955,-0.887659,0,0,0,1.99424,-9.72351,-0.825793,11.4284,0,0,0,-0,1.5708,-0,1.5708,144.344,2235.84,13.6841,12.9277,82.6548,812.618,156.799,415.197,994.01,327096,4.8721e-13,28554.9,213.844,63245.6,500,8.30339,14.3034,0,0,3.14159,0,-0,-3.14159,-1,480,180,360,-1,1.35063,1.56154,-0.606749
25412.3,0,1.97943,-9.84955,-0.887659,0,0,0,1.99669,-9.72248,-0.838562,11.4292,0,0,0,-0,1.5708,-0,1.5708,151.568,2178.46,13.6854,13.248,61.2561,829.71,144.704,416.037,1023.82,319769,4.8721e-13,31670.8,244.495,60702.4,500,8.30334,14.3033,0,0,3.14159,0,-0,-3.14159,-1,480,180,360,-1,1.35242,1.56254,-0.607767
25812.3,0,1.97943,-9.84955,-0.887659,0,0,0,1.9988,-9.72184,-0.836606,11.4295,0,0,0,-0,1.5708,-0,1.5708,158.684,2143.51,13.6768,13.5853,50.7721,846.714,140.301,424.38,1060.72,313292,4.8721e-13,35050,279.013,58248.3,500,8.3031,14.3031,0,0,3.14159,0,-0,-3.14159,-1,480,180,360,-1,1.35348,1.56284,-0.608399
26212.3,0,1.97943,-9.84955,-0.887659,0,0,0,2.00016,-9.72178,-0.831411,11.4295,0,0,0,-0,1.5708,-0,1.5708,165.682,2119.2,13.6602,13.9131,44.4436,863.198,137.95,434.559,1098.96,307456,4.8721e-13,38542,314.717,55884.1,500,8.3031,14.3031,0,0,3.14159,0,-0,-3.14159,-1,480,180,360,-1,1.3543,1.56283,-0.608863
26612.3,0,1.97943,-9.84955,-0.887659,0,0,0,1.99486,-9.72205,-0.840033,11.4293,0,0,0,-0,1.5708,-0,1.5708,172.555,2102.19,13.6374,14.2283,40.2312,875.342,127.381,436.291,1128.25,301223,4.8721e-13,41221.1,351.11,53610.3,500,8.30282,14.3028,0,0,3.14159,0,-0,-3.14159,-1,480,180,360,-1,1.35496,1.56264,-0.60919
27012.3,0,1.97943,-9.84955,-0.887659,0,0,0,2.00128,-9.72247,-0.842987,11.4289,0,0,0,-0,1.5708,-0,1.5708,179.303,2082.88,13.6096,14.4939,37.0009,894.55,120.055,441.043,1160.06,297276,4.8721e-13,45503.2,383.239,51423.1,500,8.30329,14.3033,0,0,3.14159,0,-0,-3.14159,-1,480,180,360,-1,1.35554,1.56236,-0.60942
27612.3,0,1.97943,-9.84955,-0.887659,0,0,0,2.0027,-9.72462,-0.848979,11.4286,0,0,0,-0,1.5708,-0,1.5708,185.898,2083.68,13.578,14.8231,35.0608,910.319,110.684,443.425,1188.76,293210,4.8721e-13,49234.7,424.838,49330,500,8.30514,14.3051,0,0,3.14159,0,-0,-3.14159,-1,480,180,360,-1,1.35639,1.56177,-0.609656
27812.3,0,1.97943,-9.84955,-0.887659,0,0,0,2.00314,-9.72347,-0.850025,11.4282,0,0,0,-0,1.5708,-0,1.5708,192.339,2081.96,13.5435,15.1131,33.4496,925.25,104.499,448.814,1220.08,289651,4.8721e-13,52959,463.691,47327.6,500,8.30361,14.3036,0,0,3.14159,0,-0,-3.14159,-1,480,180,360,-1,1.35664,1.56158,-0.609704
28212.3,0,1.97943,-9.84955,-0.887659,0,0,0,1.99724,-9.72377,-0.854422,11.4277,0,0,0,-0,1.5708,-0,1.5708,198.619,2081.92,13.5068,15.3873,32.1786,935.203,96.0276,451.589,1248.05,285427,4.8721e-13,55662.3,501.857,45415.4,500,8.30309,14.3031,0,0,3.14159,0,-0,-3.14159,-1,480,180,360,-1,1.35713,1.56118,-0.609779
28612.3,0,1.97943,-9.84955,-0.887659,0,0,0,2.00122,-9.72429,-0.855101,11.4273,0,0,0,-0,1.5708,-0,1.5708,204.745,2076.4,13.4683,15.6088,31.0036,951.814,90.2029,456.727,1277.74,283451,4.8721e-13,60006.9,533.69,43587.8,500,8.30342,14.3034,0,0,3.14159,0,-0,-3.14159,-1,480,180,360,-1,1.35765,1.56074,-0.609833
29012.3,0,1.97943,-9.84955,-0.887659,0,0,0,1.99822,-9.72479,-0.848858,11.4268,0,0,0,-0,1.5708,-0,1.5708,210.684,2085.03,13.4287,15.8895,30.315,962.877,89.7245,466.879,1311.7,280652,4.8721e-13,63185.8,575.497,41851.8,500,8.30331,14.3033,0,0,3.14159,0,-0,-3.14159,-1,480,180,360,-1,1.35812,1.56032,-0.609867
29412.3,0,1.97943,-9.84955,-0.887659,0,0,0,1.9961,-9.72528,-0.848236,11.4264,0,0,0,-0,1.5708,-0,1.5708,216.45,2086.51,13.3883,16.1116,29.5976,974.087,85.2935,472.766,1340.7,278360,4.8721e-13,66452,609.701,40200.4,500,8.30323,14.3032,0,0,3.14159,0,-0,-3.14159,-1,480,180,360,-1,1.35857,1.55991,-0.609891
29812.3,0,1.97943,-9.84955,-0.887659,0,0,0,1.99657,-9.72577,-0.854703,11.4259,0,0,0,-0,1.5708,-0,1.5708,222.032,2090.19,13.3475,16.3302,29.0288,986.808,75.404,472.868,1363.19,276923,4.8721e-13,70133.4,644.308,38633.2,500,8.30327,14.3033,0,0,3.14159,0,-0,-3.14159,-1,480,180,360,-1,1.35902,1.55951,-0.609906
30212.3,0,1.97943,-9.84955,-0.887659,0,0,0,1.99729,-9.72623,-0.857696,11.4255,0,0,0,-0,1.5708,-0,1.5708,227.418,2097.81,13.3065,16.558,28.6175,999.301,68.2562,475.36,1387.27,275938,4.8721e-13,73867.1,681.401,37150.5,500,8.30332,14.3033,0,0,3.14159,0,-0,-3.14159,-1,480,180,360,-1,1.35954,1.55904,-0.609918
30612.3,0,1.97943,-9.84955,-0.887659,0,0,0,1.99793,-9.72665,-0.849211,11.425,0,0,0,-0,1.5708,-0,1.5708,232.602,2106.35,13.2656,16.7786,28.2875,1011.25,70.7295,487.116,1419.82,275315,4.8721e-13,77580,718.305,35750.8,500,8.30329,14.3033,0,0,3.14159,0,-0,-3.14159,-1,480,180,360,-1,1.36,1.55863,-0.609926
31012.3,0,1.97943,-9.84955,-0.887659,0,0,0,1.99635,-9.7271,-0.850459,11.4246,0,0,0,-0,1.5708,-0,1.5708,237.581,2115.12,13.2251,16.9888,28.0151,1020.91,65.4102,490.707,1443.37,274382,4.8721e-13,80698.9,754.392,34431.8,500,8.30324,14.3032,0,0,3.14159,0,-0,-3.14159,-1,480,180,360,-1,1.36048,1.5582,-0.609934
31412.3,0,1.97943,-9.84955,-0.887659,0,0,0,1.99683,-9.72752,-0.850603,11.4241,0,0,0,-0,1.5708,-0,1.5708,242.361,2121.52,13.1849,17.1729,27.7465,1031.77,61.17,495.025,1466.86,274201,4.8721e-13,84200.2,786.718,33189,500,8.3032,14.3032,0,0,3.14159,0,-0,-3.14159,-1,480,180,360,-1,1.36094,1.55778,-0.609935
31812.3,0,1.97943,-9.84955,-0.887659,0,0,0,1.99884,-9.72773,-0.855279,11.4237,0,0,0,-0,1.5708,-0,1.5708,246.933,2130.46,13.1453,17.3633,27.5604,1043.57,53.0942,495.14,1485.32,274645,4.8721e-13,87994.5,820.875,32021.6,500,8.30309,14.3031,0,0,3.14159,0,-0,-3.14159,-1,480,180,360,-1,1.36143,1.55734,-0.609936
32415.6,0,1.97943,-9.84955,-0.887659,0,0,0,1.9994,-9.72241,-0.856517,11.4232,0,0,0,-0,1.5708,-0,1.5708,251.29,2141.32,13.1065,17.5573,27.4393,1053.87,48.0401,498.117,1506.29,275121,4.8721e-13,91454.3,857.47,30928.3,500,8.29735,14.2973,0,0,3.14159,0,-0,-3.14159,-1,480,180,360,-1,1.36215,1.55669,-0.609937
32612.4,0,1.97943,-9.84955,-0.887659,0,0,0,1.99483,-9.72213,-0.856701,11.4228,0,0,0,-0,1.5708,-0,1.5708,255.437,2150.22,13.0683,17.7298,27.314,1058.78,44.1963,501.727,1526.6,274125,4.8721e-13,93377.5,889.886,29905.6,500,8.29638,14.2964,0,0,3.14159,0,-0,-3.14159,-1,480,180,360,-1,1.36239,1.55648,-0.609937
33012.4,0,1.97943,-9.84955,-0.887659,0,0,0,1.99997,-9.72638,-0.85471,11.4223,0,0,0,-0,1.5708,-0,1.5708,259.4,2152.74,13.031,17.8511,27.1106,1071.88,42.6198,507.093,1547.51,275900,4.8721e-13,97708.8,912.156,28944.2,500,8.30045,14.3005,0,0,3.14159,0,-0,-3.14159,-1,480,180,360,-1,1.36286,1.55605,-0.609938
33412.3,0,1.97943,-9.84955,-0.887659,0,0,0,1.99369,-9.72345,-0.856319,11.4218,0,0,0,-0,1.5708,-0,1.5708,263.149,2166.96,12.9946,18.0451,27.1159,1074.22,37.7472,509.075,1564.85,274640,4.8721e-13,98888.4,950.325,28049.2,500,8.29669,14.2967,0,0,3.14159,0,-0,-3.14159,-1,480,180,360,-1,1.36333,1.55563,-0.609938
33812.3,0,1.97943,-9.84955,-0.887659,0,0,0,1.99325,-9.72345,-0.854414,11.4214,0,0,0,-0,1.5708,-0,1.5708,266.728,2166.82,12.959,18.1336,26.9143,1081.46,36.4,514.156,1584.33,275111,4.8721e-13,101536,967.744,27207.9,500,8.29623,14.2962,0,0,3.14159,0,-0,-3.14159,-1,480,180,360,-1,1.36384,1.55517,-0.609938
34212.3,0,1.97943,-9.84955,-0.887659,0,0,0,1.99871,-9.72386,-0.854086,11.4209,0,0,0,-0,1.5708,-0,1.5708,270.121,2173.68,12.9244,18.2644,26.8397,1093.94,33.7459,517.58,1601.37,277480,4.8721e-13,105786,993.587,26422.1,500,8.29649,14.2965,0,0,3.14159,0,-0,-3.14159,-1,480,180,360,-1,1.3643,1.55475,-0.609938
34612.3,0,1.97943,-9.84955,-0.887659,0,0,0,1.99685,-9.72431,-0.85401,11.4204,0,0,0,-0,1.5708,-0,1.5708,273.312,2187.49,12.8908,18.4382,26.8862,1098.88,31.0294,520.58,1617.17,277610,4.8721e-13,107748,1028.57,25693.6,500,8.29635,14.2963,0,0,3.14159,0,-0,-3.14159,-1,480,180,360,-1,1.36477,1.55433,-0.609938
35012.4,0,1.97943,-9.84955,-0.887659,0,0,0,1.99485,-9.72512,-0.848203,11.42,0,0,0,-0,1.5708,-0,1.5708,276.338,2191.88,12.8581,18.5405,26.8025,1103.27,34.1397,529.093,1637.79,277759,4.8721e-13,109585,1049.37,25012.3,500,8.29659,14.2966,0,0,3.14159,0,-0,-3.14159,-1,480,180,360,-1,1.36522,1.55391,-0.609938
35412.3,0,1.97943,-9.84955,-0.887659,0,0,0,1.99532,-9.72561,-0.849651,11.4195,0,0,0,-0,1.5708,-0,1.5708,279.206,2195.82,12.8264,18.6347,26.7246,1109.72,30.245,530.333,1650.53,278667,4.8721e-13,111997,1068.77,24375,500,8.29663,14.2966,0,0,3.14159,0,-0,-3.14159,-1,480,180,360,-1,1.36571,1.55345,-0.609938
35812.3,0,1.97943,-9.84955,-0.887659,0,0,0,1.99591,-9.7261,-0.856354,11.4191,0,0,0,-0,1.5708,-0,1.5708,281.914,2202.48,12.7957,18.7439,26.6979,1115.97,21.1525,526.087,1657.14,279619,4.8721e-13,114320,1091.45,23780.8,500,8.29671,14.2967,0,0,3.14159,0,-0,-3.14159,-1,480,180,360,-1,1.36622,1.55297,-0.609938
36212.4,0,1.97943,-9.84955,-0.887659,0,0,0,1.99647,-9.72657,-0.85074,11.4186,0,0,0,-0,1.5708,-0,1.5708,284.468,2209.01,12.766,18.8482,26.679,1121.82,24.618,534.127,1675.43,280673,4.8721e-13,116599,1113.33,23227,500,8.29674,14.2967,0,0,3.14159,0,-0,-3.14159,-1,480,180,360,-1,1.36668,1.55255,-0.609938
36612.3,0,1.97943,-9.84955,-0.887659,0,0,0,1.99707,-9.72709,-0.850045,11.4181,0,0,0,-0,1.5708,-0,1.5708,286.877,2215.14,12.7372,18.9458,26.6628,1127.35,23.2556,537.077,1688.04,281685,4.8721e-13,118748,1134.02,22710.6,500,8.29679,14.2968,0,0,3.14159,0,-0,-3.14159,-1,480,180,360,-1,1.36713,1.55213,-0.609938
37012.3,0,1.97943,-9.84955,-0.887659,0,0,0,1.99721,-9.72099,-0.849785,11.4177,0,0,0,-0,1.5708,-0,1.5708,289.149,2220.98,12.7094,19.0378,26.6501,1132.52,21.4269,539.617,1700.36,282833,4.8721e-13,120797,1155.1,22229,500,8.29026,14.2903,0,0,3.14159,0,-0,-3.14159,-1,480,180,360,-1,1.36766,1.55164,-0.609938
37412.3,0,1.97943,-9.84955,-0.887659,0,0,0,1.99766,-9.72089,-0.847633,11.4172,0,0,0,-0,1.5708,-0,1.5708,291.285,2226,12.6826,19.1205,26.633,1137.35,21.826,543.868,1713.24,283830,4.8721e-13,122735,1173.07,21781.1,500,8.28972,14.2897,0,0,3.14159,0,-0,-3.14159,-1,480,180,360,-1,1.36811,1.55122,-0.609938
37812.3,0,1.97943,-9.84955,-0.887659,0,0,0,1.9982,-9.72159,-0.84763,11.4167,0,0,0,-0,1.5708,-0,1.5708,293.298,2231.08,12.6567,19.2008,26.623,1141.91,20.1186,545.759,1723.19,284764,4.8721e-13,124549,1190.46,21362.8,500,8.28994,14.2899,0,0,3.14159,0,-0,-3.14159,-1,480,180,360,-1,1.36857,1.55078,-0.609938
38212.3,0,1.97943,-9.84955,-0.887659,0,0,0,1.9987,-9.72227,-0.845648,11.4162,0,0,0,-0,1.5708,-0,1.5708,295.198,2235.93,12.6317,19.2766,26.6156,1146.23,20.6035,549.637,1734.67,285729,4.8721e-13,126309,1207.01,20971.9,500,8.2902,14.2902,0,0,3.14159,0,-0,-3.14159,-1,480,180,360,-1,1.36909,1.5503,-0.609938
38812.3,0,1.97943,-9.84955,-0.887659,0,0,0,1.99917,-9.72287,-0.847953,11.4158,0,0,0,-0,1.5708,-0,1.5708,296.99,2240.54,12.6076,19.3482,26.61,1150.28,16.6392,548.876,1741.09,286589,4.8721e-13,127910,1222.76,20606.5,500,8.29037,14.2904,0,0,3.14159,0,-0,-3.14159,-1,480,180,360,-1,1.36978,1.54965,-0.609938
39012.3,0,1.97943,-9.84955,-0.887659,0,0,0,1.99336,-9.72345,-0.848308,11.4153,0,0,0,-0,1.5708,-0,1.5708,298.682,2244.86,12.5843,19.4154,26.6051,1147.35,14.8182,550.081,1749.07,285063,4.8721e-13,127192,1237.71,20264.6,500,8.29014,14.2901,0,0,3.14159,0,-0,-3.14159,-1,480,180,360,-1,1.36998,1.54946,-0.609938
39412.3,0,1.97943,-9.84955,-0.887659,0,0,0,1.99317,-9.72397,-0.848366,11.4148,0,0,0,-0,1.5708,-0,1.5708,300.297,2241.06,12.5619,19.4199,26.4901,1150.28,13.379,551.532,1756.99,285661,4.8721e-13,128430,1238.7,19940.7,500,8.29019,14.2902,0,0,3.14159,0,-0,-3.14159,-1,480,180,360,-1,1.37048,1.54897,-0.609938
39812.3,0,1.97943,-9.84955,-0.887659,0,0,0,1.99157,-9.72448,-0.848377,11.4144,0,0,0,-0,1.5708,-0,1.5708,301.823,2244.16,12.5403,19.474,26.4763,1151.43,12.0637,552.949,1764.53,285674,4.8721e-13,129061,1250.79,19637.1,500,8.29012,14.2901,0,0,3.14159,0,-0,-3.14159,-1,480,180,360,-1,1.3709,1.54857,-0.609938
40212.4,0,1.97943,-9.84955,-0.887659,0,0,0,1.99433,-9.72496,-0.84838,11.4139,0,0,0,-0,1.5708,-0,1.5708,303.269,2245.22,12.5195,19.5109,26.4377,1157.15,10.8251,554.3,1771.68,287356,4.8721e-13,131225,1259.02,19351.6,500,8.29029,14.2903,0,0,3.14159,0,-0,-3.14159,-1,480,180,360,-1,1.37141,1.54808,-0.609938
40612.3,0,1.97943,-9.84955,-0.887659,0,0,0,2.00147,-9.72541,-0.848382,11.4134,0,0,0,-0,1.5708,-0,1.5708,304.628,2251.6,12.4994,19.5861,26.4767,1167.48,9.66231,555.572,1778.41,290771,4.8721e-13,134972,1275.87,19085.1,500,8.29068,14.2907,0,0,3.14159,0,-0,-3.14159,-1,480,180,360,-1,1.37186,1.54764,-0.609938
41012.3,0,1.97943,-9.84955,-0.887659,0,0,0,1.99627,-9.72586,-0.850579,11.413,0,0,0,-0,1.5708,-0,1.5708,305.893,2263.25,12.4802,19.6993,26.5919,1164.1,6.17093,554.35,1782.27,289223,4.8721e-13,133995,1301.65,18838.7,500,8.29034,14.2903,0,0,3.14159,0,-0,-3.14159,-1,480,180,360,-1,1.37229,1.54722,-0.609938
41412.3,0,1.97943,-9.84955,-0.887659,0,0,0,1.99565,-9.71981,-0.848196,11.4125,0,0,0,-0,1.5708,-0,1.5708,307.104,2259.17,12.4617,19.6925,26.4921,1166.03,7.59973,558.264,1791.75,289877,4.8721e-13,134918,1301.58,18604.5,500,8.2838,14.2838,0,0,3.14159,0,-0,-3.14159,-1,480,180,360,-1,1.37274,1.54679,-0.609938
41812.3,0,1.97943,-9.84955,-0.887659,0,0,0,1.99604,-9.71971,-0.847942,11.412,0,0,0,-0,1.5708,-0,1.5708,308.242,2260.8,12.4439,19.7272,26.474,1168.53,6.89583,559.627,1797.74,290545,4.8721e-13,135972,1309.63,18385.6,500,8.28327,14.2833,0,0,3.14159,0,-0,-3.14159,-1,480,180,360,-1,1.37325,1.5463,-0.609938
42212.3,0,1.97943,-9.84955,-0.887659,0,0,0,1.99653,-9.72036,-0.847975,11.4116,0,0,0,-0,1.5708,-0,1.5708,309.318,2263.45,12.4267,19.7684,26.4726,1170.94,5.94524,560.597,1803.02,291186,4.8721e-13,136982,1319.04,18179.9,500,8.28345,14.2835,0,0,3.14159,0,-0,-3.14159,-1,480,180,360,-1,1.37368,1.54589,-0.609938
42612.3,0,1.97943,-9.84955,-0.887659,0,0,0,1.99707,-9.72106,-0.848027,11.4111,0,0,0,-0,1.5708,-0,1.5708,310.336,2266.05,12.4102,19.8081,26.4727,1173.29,5.02393,561.488,1807.97,291833,4.8721e-13,137966,1328.1,17986.2,500,8.28372,14.2837,0,0,3.14159,0,-0,-3.14159,-1,480,180,360,-1,1.37413,1.54545,-0.609938
43012.3,0,1.97943,-9.84955,-0.887659,0,0,0,1.99537,-9.72168,-0.848066,11.4106,0,0,0,-0,1.5708,-0,1.5708,311.3,2268.6,12.3944,19.8463,26.4741,1173.01,4.16083,562.345,1812.68,291542,4.8721e-13,138032,1336.91,17803.9,500,8.28377,14.2838,0,0,3.14159,0,-0,-3.14159,-1,480,180,360,-1,1.37462,1.54498,-0.609938
43412.3,0,1.97943,-9.84955,-0.887659,0,0,0,1.99581,-9.72226,-0.848093,11.4101,0,0,0,-0,1.5708,-0,1.5708,312.217,2268.18,12.3792,19.8608,26.437,1175.02,3.35051,563.173,1817.18,292105,4.8721e-13,138883,1340.24,17631.2,500,8.2839,14.2839,0,0,3.14159,0,-0,-3.14159,-1,480,180,360,-1,1.37506,1.54455,-0.609938
43812.3,0,1.97943,-9.84955,-0.887659,0,0,0,1.99644,-9.72277,-0.854447,11.4097,0,0,0,-0,1.5708,-0,1.5708,313.085,2270.35,12.3646,19.8941,26.4369,1177.18,-4.52205,556.852,1814.33,292664,4.8721e-13,139714,1347.94,17468.6,500,8.28401,14.284,0,0,3.14159,0,-0,-3.14159,-1,480,180,360,-1,1.37555,1.54408,-0.609938
44212.3,0,1.97943,-9.84955,-0.887659,0,0,0,1.99701,-9.72323,-0.855092,11.4092,0,0,0,-0,1.5708,-0,1.5708,313.907,2272.7,12.3505,19.9278,26.4409,1179.11,-5.96872,556.88,1817.66,293234,4.8721e-13,140525,1355.79,17315.3,500,8.284,14.284,0,0,3.14159,0,-0,-3.14159,-1,480,180,360,-1,1.37597,1.54367,-0.609938
44612.3,0,1.97943,-9.84955,-0.887659,0,0,0,1.99761,-9.72373,-0.848643,11.4087,0,0,0,-0,1.5708,-0,1.5708,314.685,2274.78,12.337,19.9587,26.443,1181.01,0.626468,564.866,1828.76,293894,4.8721e-13,141390,1362.98,17170.8,500,8.28409,14.2841,0,0,3.14159,0,-0,-3.14159,-1,480,180,360,-1,1.37646,1.5432,-0.609938
45012.3,0,1.97943,-9.84955,-0.887659,0,0,0,1.99813,-9.72419,-0.847852,11.4083,0,0,0,-0,1.5708,-0,1.5708,315.421,2276.84,12.3241,19.9886,26.4462,1182.73,0.891302,566.449,1833.3,294424,4.8721e-13,142134,1369.96,17034.7,500,8.28412,14.2841,0,0,3.14159,0,-0,-3.14159,-1,480,180,360,-1,1.3769,1.54277,-0.609938
45612.4,0,1.97943,-9.84955,-0.887659,0,0,0,1.99009,-9.72463,-0.847856,11.4078,0,0,0,-0,1.5708,-0,1.5708,316.119,2278.7,12.3116,20.0162,26.448,1174.63,0.290941,567.101,1836.75,291321,4.8721e-13,139424,1376.54,16906.2,500,8.28363,14.2836,0,0,3.14159,0,-0,-3.14159,-1,480,180,360,-1,1.37762,1.54208,-0.609938
45812.3,0,1.97943,-9.84955,-0.887659,0,0,0,1.99844,-9.72511,-0.845734,11.4074,0,0,0,-0,1.5708,-0,1.5708,316.796,2269.56,12.2996,19.9586,26.3025,1185.1,2.12542,570.148,1842.52,295136,4.8721e-13,143242,1362.93,16781.8,500,8.28411,14.2841,0,0,3.14159,0,-0,-3.14159,-1,480,180,360,-1,1.37783,1.54187,-0.609938
46212.3,0,1.97943,-9.84955,-0.887659,0,0,0,1.99141,-9.72558,-0.847929,11.4069,0,0,0,-0,1.5708,-0,1.5708,317.423,2281.21,12.2882,20.0604,26.4388,1177.96,-0.903084,568.242,1843.13,292346,4.8721e-13,140808,1386.9,16667.1,500,8.28373,14.2837,0,0,3.14159,0,-0,-3.14159,-1,480,180,360,-1,1.37829,1.54143,-0.609938
46612.3,0,1.97943,-9.84955,-0.887659,0,0,0,1.99118,-9.72601,-0.85455,11.4064,0,0,0,-0,1.5708,-0,1.5708,318.032,2273.19,12.2772,20.0098,26.3111,1178.47,-8.97447,561.265,1838.6,292364,4.8721e-13,141020,1375.04,16556.1,500,8.28364,14.2836,0,0,3.14159,0,-0,-3.14159,-1,480,180,360,-1,1.37874,1.54099,-0.609938
47012.3,0,1.97943,-9.84955,-0.887659,0,0,0,1.99821,-9.72648,-0.857388,11.4059,0,0,0,-0,1.5708,-0,1.5708,318.611,2273.72,12.2666,20.0248,26.2995,1187.24,-12.7244,558.552,1838.21,295532,4.8721e-13,144189,1378.45,16451,500,8.28402,14.284,0,0,3.14159,0,-0,-3.14159,-1,480,180,360,-1,1.37921,1.54055,-0.609938
47412.3,0,1.97943,-9.84955,-0.887659,0,0,0,2.00146,-9.72207,-0.850787,11.4054,0,0,0,-0,1.5708,-0,1.5708,319.148,2283.44,12.2564,20.1101,26.4124,1191.94,-5.76587,566.72,1849.09,297440,4.8721e-13,146024,1399.68,16353.7,500,8.27932,14.2793,0,0,3.14159,0,-0,-3.14159,-1,480,180,360,-1,1.37967,1.5401,-0.609938
47812.3,0,1.97943,-9.84955,-0.887659,0,0,0,2.0019,-9.72032,-0.856053,11.405,0,0,0,-0,1.5708,-0,1.5708,319.646,2288.29,12.2467,20.1572,26.4612,1193.18,-12.2887,561.2,1845.82,297837,4.8721e-13,146522,1411.35,16263.8,500,8.27716,14.2772,0,0,3.14159,0,-0,-3.14159,-1,480,180,360,-1,1.38015,1.53964,-0.609938
48212.3,0,1.97943,-9.84955,-0.887659,0,0,0,2.00217,-9.72083,-0.856532,11.4045,0,0,0,-0,1.5708,-0,1.5708,320.116,2289.49,12.2374,20.1753,26.4618,1193.99,-13.2539,561.077,1847.58,298063,4.8721e-13,146889,1415.66,16179.1,500,8.27719,14.2772,0,0,3.14159,0,-0,-3.14159,-1,480,180,360,-1,1.38059,1.53921,-0.609938
48612.3,0,1.97943,-9.84955,-0.887659,0,0,0,2.00247,-9.72154,-0.856393,11.4041,0,0,0,-0,1.5708,-0,1.5708,320.564,2290.32,12.2285,20.1903,26.4584,1194.81,-13.4827,561.637,1849.9,298305,4.8721e-13,147262,1419.16,16098.7,500,8.27747,14.2775,0,0,3.14159,0,-0,-3.14159,-1,480,180,360,-1,1.38107,1.53874,-0.609938
49012.3,0,1.97943,-9.84955,-0.887659,0,0,0,2.0028,-9.72217,-0.849899,11.4036,0,0,0,-0,1.5708,-0,1.5708,320.99,2291.21,12.2199,20.2052,26.4564,1195.61,-6.37427,569.499,1859.45,298626,4.8721e-13,147682,1422.66,16022.4,500,8.27766,14.2777,0,0,3.14159,0,-0,-3.14159,-1,480,180,360,-1,1.38152,1.53831,-0.609938
