Time,Sequence,world_x_gt,world_y_gt,world_z_gt,world_x_perception,world_y_perception,world_z_perception,world_x_kf,world_y_kf,world_z_kf,d_gt,v_x_kf,v_y_kf,v_z_kf,pitch_gt,yaw_gt,pitch_perception,yaw_perception,focal_length,focus_distance,aperture,dn,df,im_u,im_v_up,im_v_center,im_v_down,cost,Jp,Jim,JDoF,Jf,focal_length_d,dn_d,df_d,relative_pitch,relative_yaw,relative_pitch_d,relative_yaw_d,d_d,im_u_d,im_v_up_d,im_v_center_d,im_v_down_d
25242,2,1.97943,-9.84955,-0.887659,1.99544,-9.66376,-0.864482,1.99518,-9.66274,-0.864422,23.6867,-0.000184529,-0.0102747,-0.00238683,-0,1.5708,-0,1.5708,224.076,2295.59,3.51081,21.2658,24.9379,480.342,181.286,374.669,807.848,459.913,3041.2,-nan,1.66084e+06,3.07712e+06,236,22.9082,25.4082,-0.00378852,-3.14149,-0,-3.14159,-1,480,180,360,-1
25642,2,1.97943,-9.84955,-0.887659,1.9963,-9.62326,-0.86646,1.99695,-9.63898,-0.867415,24.4573,0.000911494,0.010185,-0.0036575,-0,1.5708,-0,1.5708,230.83,2388.88,3.56836,22.1352,25.9442,482.606,184.304,376.626,807.428,533.778,3051.92,-nan,1.81126e+06,3.1953e+06,243,23.7468,26.2468,-0.00378852,-3.14149,-0,-3.14159,-1,480,180,360,-1
26042,2,1.97943,-9.84955,-0.887659,1.99611,-9.64362,-0.857122,1.99658,-9.63158,-0.858252,25.1517,0.000380812,0.0106647,0.00337431,-0,1.5708,-0,1.5708,237.445,2472.54,3.63827,22.9148,26.8467,483.372,190.655,383.037,813.974,859.518,3062.64,-nan,1.97002e+06,3.32037e+06,250,24.4339,26.9339,-0.00378852,-3.14149,-0,-3.14159,-1,480,180,360,-1
26442,2,1.97943,-9.84955,-0.887659,1.99763,-9.69127,-0.857347,1.99716,-9.70409,-0.856032,25.8513,0.000749995,-0.0371732,0.00383136,-0,1.5708,-0,1.5708,242.959,2541.71,3.87136,23.4788,27.7042,483.885,181.484,372.855,801.524,569.675,3076.93,-nan,2.13772e+06,3.45257e+06,257,25.1477,27.6477,-0.00505354,-3.14149,-0,-3.14159,-1,480,180,360,-1
26842,2,1.97943,-9.84955,-0.887659,1.99791,-9.66378,-0.865457,1.99806,-9.68489,-0.865316,26.3863,0.00113632,-0.0115872,-0.00306595,-0,1.5708,-0,1.5708,250.694,2611.97,3.76001,24.2435,28.3106,484.002,176.776,369.916,802.549,498.569,3091.52,-nan,2.31276e+06,3.59205e+06,264,25.7217,28.2217,-0.0051561,-3.14149,-0,-3.14159,-1,480,180,360,-1
27242,2,1.97943,-9.84955,-0.887659,1.99657,-9.67653,-0.852034,1.99654,-9.6754,-0.854865,26.8579,-8.41724e-05,-0.00324343,0.00515859,-0,1.5708,-0,1.5708,257.982,2673.02,3.62684,24.9318,28.8082,482.9,179.1,374.412,811.911,609.47,3106.11,-nan,2.49381e+06,3.73902e+06,271,26.1839,28.6839,-0.0051561,-3.14149,-0,-3.14159,-1,480,180,360,-1
27642,2,1.97943,-9.84955,-0.887659,2.00117,-9.62022,-0.851895,1.99947,-9.65562,-0.850038,27.342,0.00301228,0.0317569,0.00675307,-0,1.5708,-0,1.5708,264.246,2720.87,3.69255,25.3991,29.296,483.278,179.066,375.699,816.157,707.733,3120.69,-nan,2.68103e+06,3.89368e+06,278,26.6482,29.1482,-0.0051561,-3.14149,-0,-3.14159,-1,480,180,360,-1
28042,2,1.97943,-9.84955,-0.887659,2.00032,-9.70615,-0.854188,2.00074,-9.69315,-0.853554,27.8032,0.00209093,-0.0191831,0.00323924,-0,1.5708,-0,1.5708,270.479,2767.4,3.78227,25.8432,29.7839,483.007,175.729,373.37,816.084,714.945,3135.28,-nan,2.87499e+06,4.05624e+06,285,27.1469,29.6469,-0.0051561,-3.14149,-0,-3.14159,-1,480,180,360,-1
28442,2,1.97943,-9.84955,-0.887659,1.99953,-9.71393,-0.852541,2.00042,-9.71253,-0.851269,28.2931,0.00120831,-0.027974,0.00371073,-0,1.5708,-0,1.5708,277.171,2817.37,3.81313,26.3494,30.2694,482.152,174.489,373.356,818.817,758.745,3149.86,-nan,3.07595e+06,4.22687e+06,292,27.6562,30.1562,-0.0051561,-3.14149,-0,-3.14159,-1,480,180,360,-1
28842,2,1.97943,-9.84955,-0.887659,2.00391,-9.6639,-0.853067,2.00352,-9.67407,-0.851912,28.7447,0.00306392,0.0055334,0.00222469,-0,1.5708,-0,1.5708,283.823,2868.72,3.85265,26.8625,30.7777,482.751,172.037,372.732,822.287,728.244,3164.45,-nan,3.28268e+06,4.40579e+06,299,28.0694,30.5694,-0.0051561,-3.14149,-0,-3.14159,-1,480,180,360,-1
29232,2,1.97943,-9.84955,-0.887659,2.00294,-9.68862,-0.847238,2.0041,-9.69059,-0.847007,29.2295,0.0025171,-0.00595979,0.00488974,-0,1.5708,-0,1.5708,291.7,2914.03,3.58502,27.4707,31.026,482.359,172.75,375.458,829.523,754.174,3179.04,-nan,3.49652e+06,4.59316e+06,306,28.5707,31.0707,-0.0051561,-3.14149,-0,-3.14159,-1,480,180,360,-1
29642,2,1.97943,-9.84955,-0.887659,2.0043,-9.71999,-0.845476,2.00474,-9.71601,-0.845735,29.7957,0.00229365,-0.0221293,0.0047302,-0,1.5708,-0,1.5708,298.424,2965.35,3.62408,27.9821,31.5373,481.982,173.603,376.847,832.112,858.64,3193.62,-nan,3.71891e+06,4.78921e+06,313,29.1623,31.6623,-0.0051561,-3.14149,-0,-3.14159,-1,480,180,360,-1
30042,2,1.97943,-9.84955,-0.887659,2.00102,-9.6443,-0.843527,2.00178,-9.64446,-0.843322,30.393,-0.000294945,0.0291203,0.0052388,-0,1.5708,-0,1.5708,304.148,3022.75,3.84096,28.4595,32.2298,480.148,173.515,377.049,832.966,999.642,3208.21,-nan,3.94905e+06,4.99413e+06,320,29.6881,32.1881,-0.0051561,-3.14149,-0,-3.14159,-1,480,180,360,-1
30442,2,1.97943,-9.84955,-0.887659,2.005,-9.64728,-0.849473,2.00421,-9.63478,-0.849164,31.0103,0.00146686,0.0274293,1.33359e-05,-0,1.5708,-0,1.5708,310.225,3074.34,4.00731,28.9114,32.8232,480.552,169.374,372.998,829.117,953.609,3222.8,-nan,4.18804e+06,5.20813e+06,327,30.2777,32.7777,-0.0051561,-3.14149,-0,-3.14159,-1,480,180,360,-1
30842,2,1.97943,-9.84955,-0.887659,2.00114,-9.71241,-0.837371,2.00252,-9.70911,-0.838553,31.612,-0.000219367,-0.0271953,0.0070836,-0,1.5708,-0,1.5708,319.578,3136.48,3.53955,29.7636,33.1482,479.451,172.943,378.397,838.613,858.125,3237.38,-nan,4.43689e+06,5.43135e+06,334,30.9233,33.4233,-0.0051561,-3.14149,-0,-3.14159,-1,480,180,360,-1
31242,2,1.97943,-9.84955,-0.887659,2.00185,-9.62305,-0.838058,2.00166,-9.6458,-0.835927,32.312,-0.000684381,0.0264475,0.00659657,-0,1.5708,-0,1.5708,325.781,3200.63,3.72639,30.32,33.8913,478.897,175.099,380.515,840.649,1053.92,3251.97,-nan,4.69534e+06,5.66403e+06,341,31.539,34.039,-0.0051561,-3.14149,-0,-3.14159,-1,480,180,360,-1
31642,2,1.97943,-9.84955,-0.887659,2.00187,-9.64527,-0.843495,2.00172,-9.65686,-0.84208,33.0178,-0.000469503,0.0183618,0.00105194,-0,1.5708,-0,1.5708,331.04,3261.79,3.98999,30.8071,34.6549,478.963,171.444,375.176,831.537,950.381,3266.55,-nan,4.96634e+06,5.90638e+06,348,32.3254,34.8254,-0.0051561,-3.14149,-0,-3.14159,-1,480,180,360,-1
32042,2,1.97943,-9.84955,-0.887659,2.00391,-9.68763,-0.839491,2.00403,-9.68195,-0.838279,33.783,0.00112898,-0.00305331,0.00312468,-0,1.5708,-0,1.5708,339.402,3338.45,3.86739,31.6299,35.3453,480.113,170.745,375.39,833.794,899.899,3281.14,-nan,5.24838e+06,6.15855e+06,355,33.0045,35.5045,-0.0051561,-3.14149,-0,-3.14159,-1,480,180,360,-1
32442,2,1.97943,-9.84955,-0.887659,2.00062,-9.70051,-0.83125,2.00146,-9.6916,-0.831551,34.4458,-0.000969604,-0.0109569,0.00688231,-0,1.5708,-0,1.5708,347.005,3408.11,3.77994,32.3672,35.9866,479.453,171.393,376.249,835.125,901.538,3295.73,-nan,5.5423e+06,6.42075e+06,362,33.7198,36.2198,-0.0051561,-3.14149,-0,-3.14159,-1,480,180,360,-1
32842,2,1.97943,-9.84955,-0.887659,2.0044,-9.65584,-0.833129,2.00387,-9.65302,-0.832277,35.1151,0.000957027,0.015768,0.00468958,-0,1.5708,-0,1.5708,353.907,3479.75,3.79898,33.07,36.7155,480.896,169.163,373.91,832.545,813.377,3310.31,-nan,5.84808e+06,6.69319e+06,369,34.4188,36.9188,-0.0051561,-3.14149,-0,-3.14159,-1,480,180,360,-1
33242,2,1.97943,-9.84955,-0.887659,2.00339,-9.63699,-0.836003,2.00373,-9.62938,-0.834319,35.8637,0.000583082,0.0256532,0.0019652,-0,1.5708,-0,1.5708,362.099,3551.86,3.54329,33.9077,37.2901,481.253,166.707,371.933,831.639,902.594,3324.9,-nan,6.16638e+06,6.97604e+06,376,35.1438,37.6438,-0.0051561,-3.14149,-0,-3.14159,-1,480,180,360,-1
33642,2,1.97943,-9.84955,-0.887659,2.00009,-9.6496,-0.828261,2.0001,-9.64726,-0.828392,36.5853,-0.00186876,0.00859146,0.00542745,-0,1.5708,-0,1.5708,370.284,3626.85,3.21404,34.804,37.8616,480.079,171.735,377.334,837.877,732.552,3339.49,-nan,6.49773e+06,7.26949e+06,383,35.8833,38.3833,-0.0051561,-3.14149,-0,-3.14159,-1,480,180,360,-1
34042,2,1.97943,-9.84955,-0.887659,1.99951,-9.68361,-0.836245,1.99909,-9.68766,-0.836197,37.5066,-0.00201783,-0.0190207,-0.000935419,-0,1.5708,-0,1.5708,375.826,3699.66,3.49049,35.3949,38.7501,479.882,170.392,374.164,830.613,711.692,3354.07,-nan,6.8449e+06,7.5738e+06,390,36.759,39.259,-0.0051561,-3.14149,-0,-3.14159,-1,480,180,360,-1
34442,2,1.97943,-9.84955,-0.887659,2.00153,-9.6629,-0.841868,1.99983,-9.66464,-0.841956,38.4138,-0.0011324,0.00125026,-0.00465935,-0,1.5708,-0,1.5708,383.344,3785.93,3.49146,36.2456,39.6235,480.39,166.225,369.293,824.166,689.02,3368.66,-nan,7.20825e+06,7.88911e+06,397,37.636,40.136,-0.0051561,-3.14149,-0,-3.14159,-1,480,180,360,-1
34842,2,1.97943,-9.84955,-0.887659,1.99826,-9.6893,-0.873215,1.99731,-9.67114,-0.865119,39.2284,-0.002193,-0.00879308,-0.0209231,-0,1.5708,-0,1.5708,390.521,3873.63,3.48454,37.1105,40.5111,479.754,155.211,357.239,809.781,1028.99,3383.24,-nan,7.58886e+06,8.21563e+06,404,38.5501,41.0501,-0.0051561,-3.14149,-0,-3.14159,-1,480,180,360,-1
35242,2,1.97943,-9.84955,-0.887659,1.9995,-9.63395,-0.859086,1.99793,-9.62537,-0.871002,40.0984,-0.000906362,0.0205095,-0.0171513,-0,1.5708,-0,1.5708,394.139,3965.38,3.84202,37.8177,41.6772,480.506,173.719,373.497,820.999,902.672,3394.21,-nan,7.98503e+06,8.55361e+06,411,39.356,41.856,-0.00387626,-3.14149,-0,-3.14159,-1,480,180,360,-1
35642,2,1.97943,-9.84955,-0.887659,2.00337,-9.68,-0.872789,2.00305,-9.68888,-0.876399,40.8272,0.00261183,-0.0206639,-0.0163284,-0,1.5708,-0,1.5708,400.956,4042.5,3.98531,38.5143,42.5353,483.016,174.667,373.849,820.018,955.066,3404.89,-nan,8.39717e+06,8.9032e+06,418,40.1665,42.6665,-0.00377249,-3.14149,-0,-3.14159,-1,480,180,360,-1
36042,2,1.97943,-9.84955,-0.887659,2.00224,-9.67644,-0.873231,2.00227,-9.68117,-0.876147,41.5114,0.00155719,-0.0102726,-0.0121019,-0,1.5708,-0,1.5708,407.676,4122.42,4.09021,39.2527,43.4043,483.12,176.532,375.739,821.963,1067.91,3415.56,-nan,8.82286e+06,9.2646e+06,425,40.8431,43.3431,-0.00377249,-3.14149,-0,-3.14159,-1,480,180,360,-1
36442,2,1.97943,-9.84955,-0.887659,2.00153,-9.68398,-0.874029,2.00193,-9.68051,-0.874251,42.1533,0.000909297,-0.00844466,-0.00823622,-0,1.5708,-0,1.5708,413.945,4190.21,4.20344,39.873,44.1489,483.211,178.713,377.894,824.06,1215.74,3426.24,-nan,9.26161e+06,9.63802e+06,432,41.4843,43.9843,-0.00377249,-3.14149,-0,-3.14159,-1,480,180,360,-1
36842,2,1.97943,-9.84955,-0.887659,2.00156,-9.70221,-0.873536,2.00172,-9.71201,-0.87653,42.7267,0.000528586,-0.0234473,-0.00682077,-0,1.5708,-0,1.5708,419.918,4253.95,4.32374,40.4505,44.8559,483.027,178.588,377.774,823.949,1309.63,3436.91,-nan,9.71285e+06,1.00236e+07,439,42.0892,44.5892,-0.00377249,-3.14149,-0,-3.14159,-1,480,180,360,-1
37242,2,1.97943,-9.84955,-0.887659,1.99971,-9.68243,-0.865954,1.99959,-9.68765,-0.867047,43.2298,-0.000875994,-0.00319623,0.00039277,-0,1.5708,-0,1.5708,426.146,4313.95,4.41567,41.0098,45.5025,481.897,182.295,382.415,830.686,1590,3447.59,-nan,1.01731e+07,1.04217e+07,446,42.5188,45.0188,-0.00377249,-3.14149,-0,-3.14159,-1,480,180,360,-1
37642,2,1.97943,-9.84955,-0.887659,1.99812,-9.68886,-0.8647,1.99839,-9.69696,-0.863939,43.6716,-0.001527,-0.00710044,0.00219119,-0,1.5708,-0,1.5708,431.464,4357.92,4.5542,41.3944,46.0075,481.014,183.337,383.845,832.982,1817.92,3458.26,-nan,1.06429e+07,1.08323e+07,453,42.9715,45.4715,-0.00377249,-3.14149,-0,-3.14159,-1,480,180,360,-1
38042,2,1.97943,-9.84955,-0.887659,1.99916,-9.69128,-0.860672,1.99938,-9.69283,-0.860142,44.0535,-0.000634702,-0.00257864,0.00404702,-0,1.5708,-0,1.5708,436.863,4402.49,4.68308,41.79,46.5124,481.015,184.354,385.404,835.755,1623.05,3468.94,-nan,1.11217e+07,1.12429e+07,453,43.3969,45.8969,-0.00377249,-3.14149,-0,-3.14159,-1,480,180,360,-1
38442,2,1.97943,-9.84955,-0.887659,1.99984,-9.68217,-0.861257,1.99895,-9.6853,-0.861232,44.4201,-0.00055046,0.00375097,0.00239208,-0,1.5708,-0,1.5708,439.796,4444.29,4.79804,42.1428,47.0086,480.602,183.63,384.388,834.083,1478.54,3479.61,-nan,1.16083e+07,1.16534e+07,453,43.756,46.256,-0.00377249,-3.14149,-0,-3.14159,-1,480,180,360,-1
38842,2,1.97943,-9.84955,-0.887659,2.00014,-9.70919,-0.868193,2.00006,-9.70587,-0.867402,44.7756,0.000295662,-0.0109519,-0.00224286,-0,1.5708,-0,1.5708,441.66,4479.22,4.87305,42.441,47.4192,480.96,180.923,381.003,829.183,1293.26,3490.29,-nan,1.21023e+07,1.20638e+07,453,44.0939,46.5939,-0.00377249,-3.14149,-0,-3.14159,-1,480,180,360,-1
39242,2,1.97943,-9.84955,-0.887659,1.99765,-9.71387,-0.86533,1.99893,-9.7147,-0.865097,45.0717,-0.000824991,-0.0141634,-0.000366818,-0,1.5708,-0,1.5708,443.211,4511.93,4.88186,42.7461,47.7714,480.519,181.514,380.891,827.495,1225.48,3500.96,-nan,1.26031e+07,1.24743e+07,453,44.4084,46.9084,-0.00377249,-3.14149,-0,-3.14159,-1,480,180,360,-1
39642,2,1.97943,-9.84955,-0.887659,1.99753,-9.73033,-0.862559,1.99656,-9.7211,-0.861745,45.3409,-0.0021187,-0.0160276,0.00187702,-0,1.5708,-0,1.5708,444.129,4543.07,4.87889,43.0362,48.1073,479.643,182.501,380.947,825.465,1182.43,3511.64,-nan,1.31106e+07,1.28848e+07,453,44.7126,47.2126,-0.00377249,-3.14149,-0,-3.14159,-1,480,180,360,-1
40042,2,1.97943,-9.84955,-0.887659,1.99477,-9.71412,-0.857245,1.99487,-9.71844,-0.857182,45.6191,-0.00271837,-0.0094084,0.00440099,-0,1.5708,-0,1.5708,444.704,4573.19,4.86832,43.3172,48.4317,479.068,183.98,381.638,824.394,1176.23,3522.31,-nan,1.36233e+07,1.32952e+07,453,44.9514,47.4514,-0.00377249,-3.14149,-0,-3.14159,-1,480,180,360,-1
40442,2,1.97943,-9.84955,-0.887659,1.9994,-9.70049,-0.854909,1.99764,-9.69493,-0.853846,45.8536,-0.000218379,0.0086729,0.00561174,-0,1.5708,-0,1.5708,444.992,4597.2,4.86269,43.5381,48.6941,480.354,184.928,381.643,822.284,1156.66,3532.99,-nan,1.41416e+07,1.37057e+07,453,45.1991,47.6991,-0.00377249,-3.14149,-0,-3.14159,-1,480,180,360,-1
40842,2,1.97943,-9.84955,-0.887659,1.99366,-9.7248,-0.849806,1.99489,-9.72331,-0.849725,46.0831,-0.00220517,-0.0119508,0.00695749,-0,1.5708,-0,1.5708,445.228,4621.6,4.84993,43.7654,48.9573,479.568,186.215,381.929,820.329,1142.81,3543.66,-nan,1.46657e+07,1.41161e+07,453,45.457,47.957,-0.00377249,-3.14149,-0,-3.14159,-1,480,180,360,-1
41242,2,1.97943,-9.84955,-0.887659,1.99522,-9.70366,-0.849672,1.99562,-9.70723,-0.848789,46.3174,-0.00123497,0.00222309,0.00574557,-0,1.5708,-0,1.5708,445.423,4647.05,4.83522,44.0026,49.2317,480.252,186.204,381.079,817.597,1097.57,3554.34,-nan,1.51947e+07,1.45266e+07,453,45.6753,48.1753,-0.00377249,-3.14149,-0,-3.14159,-1,480,180,360,-1
41642,2,1.97943,-9.84955,-0.887659,1.99682,-9.71468,-0.849819,1.99603,-9.71001,-0.849235,46.5219,-0.00055016,-0.000962709,0.00409365,-0,1.5708,-0,1.5708,445.7,4668.9,4.80376,44.2166,49.4543,480.785,185.661,379.786,814.624,1031.39,3565.01,-nan,1.57283e+07,1.4937e+07,453,45.8825,48.3825,-0.00377249,-3.14149,-0,-3.14159,-1,480,180,360,-1
42042,2,1.97943,-9.84955,-0.887659,1.99582,-9.70409,-0.849285,1.99511,-9.70627,-0.848422,46.718,-0.00086184,0.00220844,0.00351879,-0,1.5708,-0,1.5708,446.052,4689.73,4.75196,44.4325,49.6517,480.797,185.575,379.05,812.435,979.257,3575.69,-nan,1.62663e+07,1.53474e+07,453,46.0749,48.5749,-0.00377249,-3.14149,-0,-3.14159,-1,480,180,360,-1
42442,2,1.97943,-9.84955,-0.887659,1.99755,-9.71483,-0.849003,1.99687,-9.72137,-0.849102,46.9349,0.000565387,-0.00829894,0.00220502,-0,1.5708,-0,1.5708,446.368,4709.31,4.69388,44.6402,49.8313,481.846,184.869,377.557,809.177,900.207,3586.36,-nan,1.68094e+07,1.57579e+07,453,46.2984,48.7984,-0.00377249,-3.14149,-0,-3.14159,-1,480,180,360,-1
42842,2,1.97943,-9.84955,-0.887659,1.99676,-9.71389,-0.850989,1.99628,-9.71905,-0.850739,47.1011,0.00014797,-0.00362794,0.000547311,-0,1.5708,-0,1.5708,446.774,4731.86,4.61502,44.8864,50.0296,481.873,183.811,375.966,806.394,816.74,3597.04,-nan,1.73564e+07,1.61683e+07,453,46.4707,48.9707,-0.00377249,-3.14149,-0,-3.14159,-1,480,180,360,-1
43242,2,1.97943,-9.84955,-0.887659,1.99363,-9.71346,-0.850568,1.99355,-9.71697,-0.851178,47.2974,-0.00161476,-0.000671231,0.000311832,-0,1.5708,-0,1.5708,447.208,4750.06,4.51841,45.1031,50.1672,481.008,183.19,374.83,804.105,939.087,3607.71,-nan,1.79074e+07,1.65787e+07,453,46.6426,49.1426,-0.00377249,-3.14149,-0,-3.14159,-1,480,180,360,-1
43642,2,1.97943,-9.84955,-0.887659,1.99073,-9.7142,-0.852397,1.99017,-9.71655,-0.852567,47.457,-0.00334438,0.000296254,-0.00062035,-0,1.5708,-0,1.5708,447.596,4768.07,4.41692,45.3209,50.2998,479.805,182.18,373.251,801.251,927.196,3618.39,-nan,1.84625e+07,1.69892e+07,453,46.8241,49.3241,-0.00377249,-3.14149,-0,-3.14159,-1,480,180,360,-1
44042,2,1.97943,-9.84955,-0.887659,1.99322,-9.70996,-0.849191,1.99265,-9.71025,-0.850587,47.6235,-0.000883518,0.00439665,0.00112247,-0,1.5708,-0,1.5708,448.031,4787.11,4.29852,45.5577,50.432,480.797,182.467,373.078,800.048,870.123,3629.06,-nan,1.90214e+07,1.73996e+07,453,46.9843,49.4843,-0.00377249,-3.14149,-0,-3.14159,-1,480,180,360,-1
44442,2,1.97943,-9.84955,-0.887659,1.9956,-9.7035,-0.843063,1.99565,-9.70748,-0.843098,47.7928,0.00121462,0.00650499,0.0057287,-0,1.5708,-0,1.5708,448.275,4804.07,4.20586,45.7614,50.5589,482.054,184.869,374.918,800.628,646.681,3639.74,-nan,1.95841e+07,1.781e+07,453,47.1509,49.6509,-0.00377249,-3.14149,-0,-3.14159,-1,480,180,360,-1
44842,2,1.97943,-9.84955,-0.887659,1.9925,-9.71644,-0.84786,1.99265,-9.71582,-0.846874,47.97,-0.00102112,-0.000388635,0.00190485,-0,1.5708,-0,1.5708,448.191,4820.94,4.1808,45.9267,50.731,481.113,183.074,372.418,796.55,812.676,3650.41,-nan,2.01507e+07,1.82205e+07,453,47.3192,49.8192,-0.00377249,-3.14149,-0,-3.14159,-1,480,180,360,-1
45242,2,1.97943,-9.84955,-0.887659,1.99196,-9.73273,-0.852917,1.99174,-9.72834,-0.850719,48.1321,-0.00133487,-0.00944151,-0.0015275,-0,1.5708,-0,1.5708,448.558,4838.21,4.09371,46.1324,50.8624,480.972,181.168,369.976,792.908,899.884,3661.09,-nan,2.07214e+07,1.86309e+07,453,47.4941,49.9941,-0.00377249,-3.14149,-0,-3.14159,-1,480,180,360,-1
45662,2,1.97943,-9.84955,-0.887659,1.99415,-9.70445,-0.857211,1.99406,-9.70978,-0.85667,48.3011,0.000502868,0.00570373,-0.0051713,-0,1.5708,-0,1.5708,449.132,4856.78,3.95043,46.3823,50.9695,482.004,178.396,366.855,789.002,143.709,3671.76,-nan,2.12956e+07,1.90413e+07,453,47.6448,50.1448,-0.00377249,-3.14149,-0,-3.14159,-1,480,180,360,-1
46032,2,1.97943,-9.84955,-0.887659,1.99363,-9.71476,-0.824363,1.99381,-9.71546,-0.830584,48.4582,0.000187908,0.000948402,0.0143069,-0,1.5708,-0,1.5708,451.468,4878.86,3.04267,47.0896,50.6149,482.246,166.458,355.193,777.96,332.616,3682.44,-nan,2.1874e+07,1.94517e+07,453,47.8243,50.3243,-0.00377249,-3.14149,-0,-3.14159,-1,480,180,360,-1
46432,2,1.97943,-9.84955,-0.887659,1.99578,-9.7113,-0.852052,1.99582,-9.70817,-0.842486,48.7704,0.00144263,0.00475948,0.00131701,-0,1.5708,-0,1.5708,450.039,4896.1,3.34933,47.0727,51.007,484.588,188.367,375.489,794.643,547.991,3688.52,-nan,2.24586e+07,1.98622e+07,453,48.0869,50.5869,-0.00214817,-3.14149,-0,-3.14159,-1,480,180,360,-1
46842,2,1.97943,-9.84955,-0.887659,1.99335,-9.71392,-0.852206,1.99393,-9.71211,-0.849572,49.1051,-0.000205351,0.000845682,-0.00395825,-0,1.5708,-0,1.5708,448.53,4920.36,3.67185,47.1076,51.4949,487.275,188.582,373.626,788.124,661.249,3694.36,-nan,2.30523e+07,2.02726e+07,453,48.4678,50.9678,-0.00206268,-3.14149,-0,-3.14159,-1,480,180,360,-1
47242,2,1.97943,-9.84955,-0.887659,1.99838,-9.6892,-0.849718,1.99759,-9.69412,-0.8503,49.4872,0.00239975,0.0134782,-0.0034047,-0,1.5708,-0,1.5708,448.048,4954.16,3.87323,47.3012,52.0047,491.346,188.641,372.278,783.624,794.848,3700.21,-nan,2.36537e+07,2.0683e+07,453,48.7899,51.2899,-0.00206268,-3.14149,-0,-3.14159,-1,480,180,360,-1
47642,2,1.97943,-9.84955,-0.887659,2.00092,-9.68597,-0.844712,2.00015,-9.68827,-0.845466,49.8102,0.00372622,0.0149301,0.000642488,-0,1.5708,-0,1.5708,447.862,4984.43,4.01289,47.4972,52.4354,493.991,191.077,373.448,781.962,1017.17,3706.05,-nan,2.42629e+07,2.10934e+07,453,49.1112,51.6112,-0.00206268,-3.14149,-0,-3.14159,-1,480,180,360,-1
48042,2,1.97943,-9.84955,-0.887659,1.99891,-9.71271,-0.845748,1.99987,-9.7074,-0.845823,50.0957,0.00252693,-0.00192203,0.000290363,-0,1.5708,-0,1.5708,447.374,5014.93,4.15998,47.6861,52.8809,494.332,191.91,372.834,778.106,1112.58,3711.89,-nan,2.48804e+07,2.15039e+07,453,49.4536,51.9536,-0.00206268,-3.14149,-0,-3.14159,-1,480,180,360,-1
48442,2,1.97943,-9.84955,-0.887659,1.99716,-9.68849,-0.848926,1.99736,-9.68913,-0.849501,50.3415,0.000311545,0.0105072,-0.0020288,-0,1.5708,-0,1.5708,447.165,5047.01,4.26406,47.9144,53.3138,492.719,191.268,371.288,774.533,1054.78,3717.73,-nan,2.55034e+07,2.19143e+07,453,49.6812,52.1812,-0.00206268,-3.14149,-0,-3.14159,-1,480,180,360,-1
48842,2,1.97943,-9.84955,-0.887659,1.99816,-9.6896,-0.85153,1.99853,-9.68798,-0.850339,50.5545,0.000919705,0.00863309,-0.00241413,-0,1.5708,-0,1.5708,447.431,5068.89,4.29669,48.0957,53.5777,491.697,191.388,370.758,772.547,1013.95,3723.58,-nan,2.61317e+07,2.23247e+07,453,49.8931,52.3931,-0.00206268,-3.14149,-0,-3.14159,-1,480,180,360,-1
49242,2,1.97943,-9.84955,-0.887659,2.0007,-9.68332,-0.852392,2.00091,-9.68007,-0.85324,50.7438,0.00214053,0.0112634,-0.00357101,-0,1.5708,-0,1.5708,447.849,5089.61,4.28603,48.2929,53.796,490.748,190.517,369.467,770.314,938.86,3729.42,-nan,2.6764e+07,2.27352e+07,453,50.0586,52.5586,-0.00206268,-3.14149,-0,-3.14159,-1,480,180,360,-1
49642,2,1.97943,-9.84955,-0.887659,1.99469,-9.69051,-0.84528,1.99529,-9.69753,-0.84775,50.8796,-0.0019313,0.000751889,0.00130099,-0,1.5708,-0,1.5708,448.308,5106.49,4.24462,48.4739,53.9486,486.675,192.487,371.023,770.944,927.266,3735.26,-nan,2.74005e+07,2.31456e+07,453,50.2276,52.7276,-0.00206268,-3.14149,-0,-3.14159,-1,480,180,360,-1
50042,2,1.97943,-9.84955,-0.887659,1.99464,-9.71123,-0.842841,1.99414,-9.71503,-0.842176,51.0137,-0.0021659,-0.0095854,0.00444164,-0,1.5708,-0,1.5708,448.361,5123.43,4.23983,48.6298,54.1336,484.34,194.418,372.502,771.411,983.046,3741.1,-nan,2.80403e+07,2.3556e+07,453,50.3624,52.8624,-0.00206268,-3.14149,-0,-3.14159,-1,480,180,360,-1
50442,2,1.97943,-9.84955,-0.887659,1.99458,-9.69737,-0.848325,1.99342,-9.69809,-0.846942,51.1164,-0.00189978,0.00365341,6.90086e-05,-0,1.5708,-0,1.5708,448.09,5136.79,4.27587,48.7259,54.3128,482.177,192.581,370.248,768.222,895.206,3746.94,-nan,2.86824e+07,2.39664e+07,453,50.451,52.951,-0.00206268,-3.14149,-0,-3.14159,-1,480,180,360,-1
50842,2,1.97943,-9.84955,-0.887659,1.9966,-9.70368,-0.854906,1.99646,-9.70255,-0.85682,51.188,0.000513525,-0.000291227,-0.00592994,-0,1.5708,-0,1.5708,448.383,5145.62,4.24379,48.8274,54.3841,481.641,189.282,366.751,764.283,517.278,3752.79,-nan,2.93267e+07,2.43769e+07,453,50.5411,53.0411,-0.00206268,-3.14149,-0,-3.14159,-1,480,180,360,-1
